[2022-07-23T18:17:50.581Z INFO  client] Node address: 127.0.0.1:9011
[2022-07-23T18:17:50.582Z INFO  client] Transactions size: 512 B
[2022-07-23T18:17:50.582Z INFO  client] Transactions rate: 112 tx/s
[2022-07-23T18:17:50.582Z INFO  client] Waiting for all nodes to be online...
[2022-07-23T18:17:50.582Z INFO  client] Waiting for all nodes to be synchronized...
[2022-07-23T18:17:52.586Z INFO  client] Start sending transactions
[2022-07-23T18:17:52.590Z INFO  client] Sending sample transaction 0
[2022-07-23T18:17:52.638Z INFO  client] Sending sample transaction 1
[2022-07-23T18:17:52.730Z INFO  client] Sending sample transaction 2
[2022-07-23T18:17:52.782Z INFO  client] Sending sample transaction 3
[2022-07-23T18:17:52.814Z INFO  client] Sending sample transaction 4
[2022-07-23T18:17:52.891Z INFO  client] Sending sample transaction 5
[2022-07-23T18:17:52.914Z INFO  client] Sending sample transaction 6
[2022-07-23T18:17:52.942Z INFO  client] Sending sample transaction 7
[2022-07-23T18:17:53.007Z INFO  client] Sending sample transaction 8
[2022-07-23T18:17:53.039Z INFO  client] Sending sample transaction 9
[2022-07-23T18:17:53.087Z INFO  client] Sending sample transaction 10
[2022-07-23T18:17:53.139Z INFO  client] Sending sample transaction 11
[2022-07-23T18:17:53.188Z INFO  client] Sending sample transaction 12
[2022-07-23T18:17:53.238Z INFO  client] Sending sample transaction 13
[2022-07-23T18:17:53.289Z INFO  client] Sending sample transaction 14
[2022-07-23T18:17:53.339Z INFO  client] Sending sample transaction 15
[2022-07-23T18:17:53.388Z INFO  client] Sending sample transaction 16
[2022-07-23T18:17:53.438Z INFO  client] Sending sample transaction 17
[2022-07-23T18:17:53.489Z INFO  client] Sending sample transaction 18
[2022-07-23T18:17:53.538Z INFO  client] Sending sample transaction 19
[2022-07-23T18:17:53.587Z INFO  client] Sending sample transaction 20
[2022-07-23T18:17:53.638Z INFO  client] Sending sample transaction 21
[2022-07-23T18:17:53.689Z INFO  client] Sending sample transaction 22
[2022-07-23T18:17:53.738Z INFO  client] Sending sample transaction 23
[2022-07-23T18:17:53.789Z INFO  client] Sending sample transaction 24
[2022-07-23T18:17:53.838Z INFO  client] Sending sample transaction 25
[2022-07-23T18:17:53.907Z INFO  client] Sending sample transaction 26
[2022-07-23T18:17:53.993Z INFO  client] Sending sample transaction 27
[2022-07-23T18:17:54.063Z INFO  client] Sending sample transaction 28
[2022-07-23T18:17:54.115Z INFO  client] Sending sample transaction 29
[2022-07-23T18:17:54.115Z INFO  client] Sending sample transaction 30
[2022-07-23T18:17:54.147Z INFO  client] Sending sample transaction 31
[2022-07-23T18:17:54.191Z INFO  client] Sending sample transaction 32
[2022-07-23T18:17:54.239Z INFO  client] Sending sample transaction 33
[2022-07-23T18:17:54.293Z INFO  client] Sending sample transaction 34
[2022-07-23T18:17:54.342Z INFO  client] Sending sample transaction 35
[2022-07-23T18:17:54.390Z INFO  client] Sending sample transaction 36
[2022-07-23T18:17:54.443Z INFO  client] Sending sample transaction 37
[2022-07-23T18:17:54.490Z INFO  client] Sending sample transaction 38
[2022-07-23T18:17:54.548Z INFO  client] Sending sample transaction 39
[2022-07-23T18:17:54.588Z INFO  client] Sending sample transaction 40
[2022-07-23T18:17:54.638Z INFO  client] Sending sample transaction 41
[2022-07-23T18:17:54.688Z INFO  client] Sending sample transaction 42
[2022-07-23T18:17:54.738Z INFO  client] Sending sample transaction 43
[2022-07-23T18:17:54.787Z INFO  client] Sending sample transaction 44
[2022-07-23T18:17:54.838Z INFO  client] Sending sample transaction 45
[2022-07-23T18:17:54.889Z INFO  client] Sending sample transaction 46
[2022-07-23T18:17:54.938Z INFO  client] Sending sample transaction 47
[2022-07-23T18:17:54.988Z INFO  client] Sending sample transaction 48
[2022-07-23T18:17:55.038Z INFO  client] Sending sample transaction 49
[2022-07-23T18:17:55.088Z INFO  client] Sending sample transaction 50
[2022-07-23T18:17:55.144Z INFO  client] Sending sample transaction 51
[2022-07-23T18:17:55.188Z INFO  client] Sending sample transaction 52
[2022-07-23T18:17:55.238Z INFO  client] Sending sample transaction 53
[2022-07-23T18:17:55.288Z INFO  client] Sending sample transaction 54
[2022-07-23T18:17:55.338Z INFO  client] Sending sample transaction 55
[2022-07-23T18:17:55.387Z INFO  client] Sending sample transaction 56
[2022-07-23T18:17:55.438Z INFO  client] Sending sample transaction 57
[2022-07-23T18:17:55.488Z INFO  client] Sending sample transaction 58
[2022-07-23T18:17:55.538Z INFO  client] Sending sample transaction 59
[2022-07-23T18:17:55.648Z INFO  client] Sending sample transaction 60
[2022-07-23T18:17:55.659Z INFO  client] Sending sample transaction 61
[2022-07-23T18:17:55.734Z INFO  client] Sending sample transaction 62
[2022-07-23T18:17:55.759Z INFO  client] Sending sample transaction 63
[2022-07-23T18:17:55.788Z INFO  client] Sending sample transaction 64
[2022-07-23T18:17:55.837Z INFO  client] Sending sample transaction 65
[2022-07-23T18:17:55.888Z INFO  client] Sending sample transaction 66
[2022-07-23T18:17:55.940Z INFO  client] Sending sample transaction 67
[2022-07-23T18:17:55.989Z INFO  client] Sending sample transaction 68
[2022-07-23T18:17:56.038Z INFO  client] Sending sample transaction 69
[2022-07-23T18:17:56.087Z INFO  client] Sending sample transaction 70
[2022-07-23T18:17:56.138Z INFO  client] Sending sample transaction 71
[2022-07-23T18:17:56.189Z INFO  client] Sending sample transaction 72
[2022-07-23T18:17:56.238Z INFO  client] Sending sample transaction 73
[2022-07-23T18:17:56.288Z INFO  client] Sending sample transaction 74
[2022-07-23T18:17:56.338Z INFO  client] Sending sample transaction 75
[2022-07-23T18:17:56.388Z INFO  client] Sending sample transaction 76
[2022-07-23T18:17:56.437Z INFO  client] Sending sample transaction 77
[2022-07-23T18:17:56.489Z INFO  client] Sending sample transaction 78
[2022-07-23T18:17:56.581Z INFO  client] Sending sample transaction 79
[2022-07-23T18:17:56.604Z INFO  client] Sending sample transaction 80
[2022-07-23T18:17:56.675Z INFO  client] Sending sample transaction 81
[2022-07-23T18:17:56.712Z INFO  client] Sending sample transaction 82
[2022-07-23T18:17:56.738Z INFO  client] Sending sample transaction 83
[2022-07-23T18:17:56.788Z INFO  client] Sending sample transaction 84
[2022-07-23T18:17:56.837Z INFO  client] Sending sample transaction 85
[2022-07-23T18:17:56.888Z INFO  client] Sending sample transaction 86
[2022-07-23T18:17:56.938Z INFO  client] Sending sample transaction 87
[2022-07-23T18:17:56.988Z INFO  client] Sending sample transaction 88
[2022-07-23T18:17:57.039Z INFO  client] Sending sample transaction 89
[2022-07-23T18:17:57.087Z INFO  client] Sending sample transaction 90
[2022-07-23T18:17:57.137Z INFO  client] Sending sample transaction 91
