[2022-07-23T17:21:19.076Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T17:21:19.077Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T17:21:19.077Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T17:21:19.077Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T17:21:19.077Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T17:21:19.077Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9013
[2022-07-23T17:21:19.077Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9023
[2022-07-23T17:21:19.077Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T17:21:19.077Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T17:21:19.077Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T17:21:19.077Z INFO  consensus::consensus] Node XF4skjbaHwIPpbv6 listening to consensus messages on 0.0.0.0:9003
[2022-07-23T17:21:19.077Z INFO  node::node] Node XF4skjbaHwIPpbv6 successfully booted
[2022-07-23T17:21:19.078Z INFO  consensus::core] I am voter XF4skjbaHwIPpbv6 with nanos 200
[2022-07-23T17:21:19.163Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61743
[2022-07-23T17:21:19.163Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61742
[2022-07-23T17:21:19.164Z INFO  consensus::core] I'm handler XF4skjbaHwIPpbv6 handling for block B1 with round number 1 with QC 0 from leader OrYhjVNN4Rpoqttx
[2022-07-23T17:21:19.164Z INFO  consensus::core] I'm processor XF4skjbaHwIPpbv6 processing for block B1 with round number 1 with QC 0 from leader OrYhjVNN4Rpoqttx
[2022-07-23T17:21:19.164Z INFO  consensus::core] I'm voter XF4skjbaHwIPpbv6 voting for block B1 with round number 1 with QC 0 from leader OrYhjVNN4Rpoqttx
[2022-07-23T17:21:19.166Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61750
[2022-07-23T17:21:19.166Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61751
[2022-07-23T17:21:19.167Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61752
[2022-07-23T17:21:19.418Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61758
[2022-07-23T17:21:19.776Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61763
[2022-07-23T17:21:19.777Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61764
[2022-07-23T17:21:19.777Z INFO  consensus::proposer] Created B2
[2022-07-23T17:21:19.777Z INFO  consensus::proposer] Created with Round number 2 with QC 1 
[2022-07-23T17:21:19.777Z INFO  consensus::core] I'm processor XF4skjbaHwIPpbv6 processing for block B2 with round number 2 with QC 1 from leader XF4skjbaHwIPpbv6
[2022-07-23T17:21:19.777Z INFO  consensus::core] I'm voter XF4skjbaHwIPpbv6 voting for block B2 with round number 2 with QC 1 from leader XF4skjbaHwIPpbv6
[2022-07-23T17:21:19.778Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-23T17:21:19.778Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-23T17:21:19.778Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T17:21:19.779Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T17:21:19.779Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-23T17:21:19.779Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-23T17:21:19.779Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-23T17:21:19.779Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T17:21:19.779Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-23T17:21:19.779Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-23T17:21:19.788Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61779
[2022-07-23T17:21:19.789Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-23T17:21:19.990Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 1): Connection refused (os error 111)
[2022-07-23T17:21:20.204Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61791
[2022-07-23T17:21:20.269Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61805
[2022-07-23T17:21:20.331Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61810
[2022-07-23T17:21:20.388Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61816
[2022-07-23T17:21:20.392Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 2): Connection refused (os error 111)
[2022-07-23T17:21:20.402Z INFO  mempool::batch_maker] Batch 8uCJIYb7LJUZIeAXyW9avELtZdgISlFs0Yd2rf/4CJY= contains sample tx 0
[2022-07-23T17:21:20.402Z INFO  mempool::batch_maker] Batch 8uCJIYb7LJUZIeAXyW9avELtZdgISlFs0Yd2rf/4CJY= contains 2560 B
[2022-07-23T17:21:20.403Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9028
[2022-07-23T17:21:20.403Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9024
[2022-07-23T17:21:20.404Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9027
[2022-07-23T17:21:20.404Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9026
[2022-07-23T17:21:20.404Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9022
[2022-07-23T17:21:20.404Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 0): Connection refused (os error 111)
[2022-07-23T17:21:20.404Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9021
[2022-07-23T17:21:20.405Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9020
[2022-07-23T17:21:20.407Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9025
[2022-07-23T17:21:20.448Z INFO  mempool::batch_maker] Batch ZyzXJN3/jfFb8JKnKRkXMit//H8ecrx+9qZ4gEIyhDw= contains sample tx 1
[2022-07-23T17:21:20.448Z INFO  mempool::batch_maker] Batch ZyzXJN3/jfFb8JKnKRkXMit//H8ecrx+9qZ4gEIyhDw= contains 2560 B
[2022-07-23T17:21:20.459Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61837
[2022-07-23T17:21:20.491Z INFO  mempool::batch_maker] Batch qO83QBxZ3by1YvbRLAvU27UFqGGJYDSpzIWMIKrL260= contains sample tx 2
[2022-07-23T17:21:20.492Z INFO  mempool::batch_maker] Batch qO83QBxZ3by1YvbRLAvU27UFqGGJYDSpzIWMIKrL260= contains 1536 B
[2022-07-23T17:21:20.503Z INFO  mempool::batch_maker] Batch LlS+0hnal4YxPBxKqFnEbbiLI7AWOKszVBGKRj2i5EM= contains 1024 B
[2022-07-23T17:21:20.531Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61845
[2022-07-23T17:21:20.550Z INFO  mempool::batch_maker] Batch vRuu99Hr4b4dOAiXHMqdkSt+4yarups6yXxcJwt5hYQ= contains sample tx 3
[2022-07-23T17:21:20.550Z INFO  mempool::batch_maker] Batch vRuu99Hr4b4dOAiXHMqdkSt+4yarups6yXxcJwt5hYQ= contains 2560 B
[2022-07-23T17:21:20.595Z INFO  mempool::batch_maker] Batch jRqT3l0nO1p0ESc7WAvk28ThdeEEbeHOEaQRv5Xm8q4= contains sample tx 4
[2022-07-23T17:21:20.595Z INFO  mempool::batch_maker] Batch jRqT3l0nO1p0ESc7WAvk28ThdeEEbeHOEaQRv5Xm8q4= contains 2560 B
[2022-07-23T17:21:20.599Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61858
[2022-07-23T17:21:20.624Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 1): Connection refused (os error 111)
[2022-07-23T17:21:20.750Z INFO  mempool::batch_maker] Batch mOiy0WtoX6DEwuysFJZhaa1thaDEd5zq+/seZwPXxak= contains sample tx 5
[2022-07-23T17:21:20.750Z INFO  mempool::batch_maker] Batch mOiy0WtoX6DEwuysFJZhaa1thaDEd5zq+/seZwPXxak= contains 2560 B
[2022-07-23T17:21:20.782Z WARN  consensus::core] Timeout reached for round 2
[2022-07-23T17:21:20.784Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61871
[2022-07-23T17:21:20.785Z INFO  mempool::batch_maker] Batch URAZRDJ3eNXxOWRuyC2Bs+mzBmQsKfC+veCQXB8jXDI= contains 512 B
[2022-07-23T17:21:20.786Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T17:21:20.787Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-23T17:21:20.787Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-23T17:21:20.787Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-23T17:21:20.788Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T17:21:20.788Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-23T17:21:20.788Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-23T17:21:20.791Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-23T17:21:20.794Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-23T17:21:20.795Z INFO  mempool::batch_maker] Batch snO8pAJQuReFknSGLs+4DrcRXl5EMoh27yR0LbN9sUE= contains sample tx 6
[2022-07-23T17:21:20.795Z INFO  mempool::batch_maker] Batch snO8pAJQuReFknSGLs+4DrcRXl5EMoh27yR0LbN9sUE= contains sample tx 7
[2022-07-23T17:21:20.795Z INFO  mempool::batch_maker] Batch snO8pAJQuReFknSGLs+4DrcRXl5EMoh27yR0LbN9sUE= contains 4608 B
[2022-07-23T17:21:20.811Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T17:21:20.837Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61953
[2022-07-23T17:21:20.839Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61951
[2022-07-23T17:21:20.847Z INFO  mempool::batch_maker] Batch I7+e60+uUJesjCDrPlBxtq2adzHvQifqsf/3uI2bUVs= contains 512 B
[2022-07-23T17:21:20.857Z INFO  mempool::batch_maker] Batch H96xmOiFTva2Qjsjwt+NJ4sIeAEF6FuiURVxjsFKiMs= contains sample tx 8
[2022-07-23T17:21:20.857Z INFO  mempool::batch_maker] Batch H96xmOiFTva2Qjsjwt+NJ4sIeAEF6FuiURVxjsFKiMs= contains 2560 B
[2022-07-23T17:21:20.869Z INFO  mempool::batch_maker] Batch V0WxVN/bR9VQggLLSbCDf3o8AvM1Jog+nkj3nN8Jd6I= contains sample tx 9
[2022-07-23T17:21:20.869Z INFO  mempool::batch_maker] Batch V0WxVN/bR9VQggLLSbCDf3o8AvM1Jog+nkj3nN8Jd6I= contains 2048 B
[2022-07-23T17:21:20.904Z INFO  mempool::batch_maker] Batch ip7lPzLNIk8Pg14g3jcSgbrXfzBLDjoc0NUf9e28mCc= contains sample tx 10
[2022-07-23T17:21:20.904Z INFO  mempool::batch_maker] Batch ip7lPzLNIk8Pg14g3jcSgbrXfzBLDjoc0NUf9e28mCc= contains 2560 B
[2022-07-23T17:21:20.950Z INFO  mempool::batch_maker] Batch vaDkryjdRtaCm729EBZDd48oh97Fm2SE6ErcyDg0g1k= contains sample tx 11
[2022-07-23T17:21:20.950Z INFO  mempool::batch_maker] Batch vaDkryjdRtaCm729EBZDd48oh97Fm2SE6ErcyDg0g1k= contains 1536 B
[2022-07-23T17:21:20.962Z INFO  mempool::batch_maker] Batch 2CdfL4Zu0p4GOzma0VFFocZGrxpc1+oLcW0XyPjOmak= contains 1024 B
[2022-07-23T17:21:20.999Z INFO  mempool::batch_maker] Batch +AZAFKE9AnVuqHTu9MIibeRGaLkxrWRlFh59yF7UNzw= contains sample tx 12
[2022-07-23T17:21:20.999Z INFO  mempool::batch_maker] Batch +AZAFKE9AnVuqHTu9MIibeRGaLkxrWRlFh59yF7UNzw= contains 2560 B
[2022-07-23T17:21:21.027Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 2): Connection refused (os error 111)
[2022-07-23T17:21:21.058Z INFO  mempool::batch_maker] Batch j4pEZuffxGWbPAXuf6SkvqL3bSsyH/fPRJUVDxIGQLM= contains sample tx 13
[2022-07-23T17:21:21.058Z INFO  mempool::batch_maker] Batch j4pEZuffxGWbPAXuf6SkvqL3bSsyH/fPRJUVDxIGQLM= contains 2560 B
[2022-07-23T17:21:21.102Z INFO  mempool::batch_maker] Batch Sz0PYSxG4OwyVbvCOxDBjYZ8F0LuPFf/g1u1gUoMHmk= contains sample tx 14
[2022-07-23T17:21:21.102Z INFO  mempool::batch_maker] Batch Sz0PYSxG4OwyVbvCOxDBjYZ8F0LuPFf/g1u1gUoMHmk= contains 2560 B
[2022-07-23T17:21:21.147Z INFO  mempool::batch_maker] Batch HlzqbkLDJsksMFNphDLQyijHlQFLcUPz4O4Y1TVscs4= contains sample tx 15
[2022-07-23T17:21:21.147Z INFO  mempool::batch_maker] Batch HlzqbkLDJsksMFNphDLQyijHlQFLcUPz4O4Y1TVscs4= contains 2560 B
[2022-07-23T17:21:21.196Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 3): Connection refused (os error 111)
[2022-07-23T17:21:21.200Z INFO  mempool::batch_maker] Batch POvFe+SNxviVb5HZtz4TBTi/aAtB1z955nH8RsI2L+k= contains sample tx 16
[2022-07-23T17:21:21.200Z INFO  mempool::batch_maker] Batch POvFe+SNxviVb5HZtz4TBTi/aAtB1z955nH8RsI2L+k= contains 2560 B
[2022-07-23T17:21:21.256Z INFO  mempool::batch_maker] Batch S2n8hp2X4OTnTm3LXoW769ykuK4yv8hOLKxmKTG0HtM= contains sample tx 17
[2022-07-23T17:21:21.256Z INFO  mempool::batch_maker] Batch S2n8hp2X4OTnTm3LXoW769ykuK4yv8hOLKxmKTG0HtM= contains 2560 B
[2022-07-23T17:21:21.307Z INFO  mempool::batch_maker] Batch lOMtOauV/+sU1Axvj7gOVFliDZtLX94eN2VdcCpNFoA= contains sample tx 18
[2022-07-23T17:21:21.308Z INFO  mempool::batch_maker] Batch lOMtOauV/+sU1Axvj7gOVFliDZtLX94eN2VdcCpNFoA= contains 2560 B
[2022-07-23T17:21:21.355Z INFO  mempool::batch_maker] Batch lHhuuuf9eevME5q8CGb7iO/QVNmO49eQIOGLXmc5xQc= contains sample tx 19
[2022-07-23T17:21:21.355Z INFO  mempool::batch_maker] Batch lHhuuuf9eevME5q8CGb7iO/QVNmO49eQIOGLXmc5xQc= contains 2560 B
[2022-07-23T17:21:21.401Z INFO  mempool::batch_maker] Batch WO9IBIAKx1Hf5QJ/sODUBTz6YIbGi/6ualpTilxosrM= contains sample tx 20
[2022-07-23T17:21:21.402Z INFO  mempool::batch_maker] Batch WO9IBIAKx1Hf5QJ/sODUBTz6YIbGi/6ualpTilxosrM= contains 2560 B
[2022-07-23T17:21:21.448Z INFO  mempool::batch_maker] Batch BT68Dl5tifbrh+OxvYdP9+ZCYj1ZnNy7wiOhMLhQXhE= contains sample tx 21
[2022-07-23T17:21:21.448Z INFO  mempool::batch_maker] Batch BT68Dl5tifbrh+OxvYdP9+ZCYj1ZnNy7wiOhMLhQXhE= contains 2560 B
[2022-07-23T17:21:21.497Z INFO  mempool::batch_maker] Batch JTTnXYdVY2RlBCK9Lmlnt3hxdy9VZN0XxzqMrf2WhlE= contains sample tx 22
[2022-07-23T17:21:21.497Z INFO  mempool::batch_maker] Batch JTTnXYdVY2RlBCK9Lmlnt3hxdy9VZN0XxzqMrf2WhlE= contains 2560 B
[2022-07-23T17:21:21.553Z INFO  mempool::batch_maker] Batch dWkgWUYkLt8Nmjr4Jx2JWOp5doqsW1vaQMutZm4mMB0= contains sample tx 23
[2022-07-23T17:21:21.553Z INFO  mempool::batch_maker] Batch dWkgWUYkLt8Nmjr4Jx2JWOp5doqsW1vaQMutZm4mMB0= contains 2560 B
[2022-07-23T17:21:21.597Z INFO  mempool::batch_maker] Batch PMg4grVeXcGPk9SfpwW2JDkJpJujvNsOdSGezUcpzuA= contains sample tx 24
[2022-07-23T17:21:21.597Z INFO  mempool::batch_maker] Batch PMg4grVeXcGPk9SfpwW2JDkJpJujvNsOdSGezUcpzuA= contains 2560 B
[2022-07-23T17:21:21.643Z INFO  mempool::batch_maker] Batch 4qtLVLkLfZutSJnZb5gBJ1S7ADJOqDOMqG3lEpmzJSQ= contains sample tx 25
[2022-07-23T17:21:21.643Z INFO  mempool::batch_maker] Batch 4qtLVLkLfZutSJnZb5gBJ1S7ADJOqDOMqG3lEpmzJSQ= contains 1024 B
[2022-07-23T17:21:21.654Z INFO  mempool::batch_maker] Batch ugq8L+PqiqIuuf4JPTmIFEdIZh80BmFto5iPlAUSTow= contains 1536 B
[2022-07-23T17:21:21.701Z INFO  mempool::batch_maker] Batch fXFODDtV7UFzJtn3MxEu7Ct5r/rE4RRiD+w0gYTmp3U= contains sample tx 26
[2022-07-23T17:21:21.701Z INFO  mempool::batch_maker] Batch fXFODDtV7UFzJtn3MxEu7Ct5r/rE4RRiD+w0gYTmp3U= contains 2560 B
[2022-07-23T17:21:21.745Z INFO  mempool::batch_maker] Batch /ln+Jbz7B2XPEpaExearOSNzEFpZF43qxrtzwDCsTYE= contains sample tx 27
[2022-07-23T17:21:21.745Z INFO  mempool::batch_maker] Batch /ln+Jbz7B2XPEpaExearOSNzEFpZF43qxrtzwDCsTYE= contains 2560 B
[2022-07-23T17:21:21.801Z WARN  consensus::core] Timeout reached for round 3
[2022-07-23T17:21:21.801Z INFO  mempool::batch_maker] Batch oJVORb0+WsJ64gSFF/tMXY2YBLErabvPItrxhkim3e4= contains sample tx 28
[2022-07-23T17:21:21.801Z INFO  mempool::batch_maker] Batch oJVORb0+WsJ64gSFF/tMXY2YBLErabvPItrxhkim3e4= contains 2560 B
[2022-07-23T17:21:21.809Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T17:21:21.836Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T17:21:21.841Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 3): Connection refused (os error 111)
[2022-07-23T17:21:21.846Z INFO  network::receiver] Incoming connection established with 127.0.0.1:61991
[2022-07-23T17:21:21.857Z INFO  consensus::core] I'm handler XF4skjbaHwIPpbv6 handling for block B4 with round number 4 with QC 1 from leader n7ltPCkCWz64ijKV
[2022-07-23T17:21:21.867Z INFO  consensus::core] I'm processor XF4skjbaHwIPpbv6 processing for block B4 with round number 4 with QC 1 from leader n7ltPCkCWz64ijKV
[2022-07-23T17:21:21.867Z INFO  consensus::core] I'm voter XF4skjbaHwIPpbv6 voting for block B4 with round number 4 with QC 1 from leader n7ltPCkCWz64ijKV
[2022-07-23T17:21:21.867Z INFO  mempool::batch_maker] Batch AwGaubgL4C7n6AdFrSLHhrdguKKb900t2ZrRHj5V8Ic= contains sample tx 29
[2022-07-23T17:21:21.867Z INFO  mempool::batch_maker] Batch AwGaubgL4C7n6AdFrSLHhrdguKKb900t2ZrRHj5V8Ic= contains 2560 B
[2022-07-23T17:21:21.868Z INFO  consensus::core] I'm handler XF4skjbaHwIPpbv6 handling for block B4 with round number 4 with QC 1 from leader n7ltPCkCWz64ijKV
[2022-07-23T17:21:21.869Z INFO  consensus::core] I'm processor XF4skjbaHwIPpbv6 processing for block B4 with round number 4 with QC 1 from leader n7ltPCkCWz64ijKV
[2022-07-23T17:21:21.869Z INFO  consensus::core] I'm voter XF4skjbaHwIPpbv6 voting for block B4 with round number 4 with QC 1 from leader n7ltPCkCWz64ijKV
[2022-07-23T17:21:21.881Z INFO  network::receiver] Incoming connection established with 127.0.0.1:62008
[2022-07-23T17:21:21.893Z INFO  consensus::core] I'm handler XF4skjbaHwIPpbv6 handling for block B4 with round number 4 with QC 1 from leader n7ltPCkCWz64ijKV
[2022-07-23T17:21:21.895Z INFO  consensus::core] I'm processor XF4skjbaHwIPpbv6 processing for block B4 with round number 4 with QC 1 from leader n7ltPCkCWz64ijKV
[2022-07-23T17:21:21.895Z INFO  consensus::core] I'm voter XF4skjbaHwIPpbv6 voting for block B4 with round number 4 with QC 1 from leader n7ltPCkCWz64ijKV
[2022-07-23T17:21:21.895Z INFO  consensus::core] I'm handler XF4skjbaHwIPpbv6 handling for block B5 with round number 5 with QC 4 from leader pAT8Y2foP3CLphZE
[2022-07-23T17:21:21.896Z INFO  consensus::core] I'm processor XF4skjbaHwIPpbv6 processing for block B5 with round number 5 with QC 4 from leader pAT8Y2foP3CLphZE
[2022-07-23T17:21:21.896Z INFO  consensus::core] I'm voter XF4skjbaHwIPpbv6 voting for block B5 with round number 5 with QC 4 from leader pAT8Y2foP3CLphZE
