[2022-07-23T18:44:33.260Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T18:44:33.261Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T18:44:33.261Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T18:44:33.261Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T18:44:33.261Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T18:44:33.261Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9013
[2022-07-23T18:44:33.261Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9023
[2022-07-23T18:44:33.261Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T18:44:33.261Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T18:44:33.262Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T18:44:33.262Z INFO  consensus::consensus] Node /7Vt4R/n6Ywa6uDo listening to consensus messages on 0.0.0.0:9003
[2022-07-23T18:44:33.262Z INFO  node::node] Node /7Vt4R/n6Ywa6uDo successfully booted
[2022-07-23T18:44:33.264Z INFO  consensus::core] I am voter /7Vt4R/n6Ywa6uDo with nanos 200
[2022-07-23T18:44:34.090Z INFO  network::receiver] Incoming connection established with 127.0.0.1:55150
[2022-07-23T18:44:34.152Z INFO  network::receiver] Incoming connection established with 127.0.0.1:55161
[2022-07-23T18:44:34.209Z INFO  network::receiver] Incoming connection established with 127.0.0.1:55163
[2022-07-23T18:44:34.266Z WARN  consensus::core] Timeout reached for round 1
[2022-07-23T18:44:34.266Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-23T18:44:34.267Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-23T18:44:34.267Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-23T18:44:34.267Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-23T18:44:34.267Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-23T18:44:34.267Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T18:44:34.267Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-23T18:44:34.267Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-23T18:44:34.267Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
