[2022-07-23T16:56:26.065Z INFO  client] Node address: 127.0.0.1:9015
[2022-07-23T16:56:26.066Z INFO  client] Transactions size: 512 B
[2022-07-23T16:56:26.066Z INFO  client] Transactions rate: 112 tx/s
[2022-07-23T16:56:26.066Z INFO  client] Waiting for all nodes to be online...
[2022-07-23T16:56:26.066Z INFO  client] Waiting for all nodes to be synchronized...
[2022-07-23T16:56:28.127Z INFO  client] Start sending transactions
[2022-07-23T16:56:28.153Z INFO  client] Sending sample transaction 0
[2022-07-23T16:56:28.185Z INFO  client] Sending sample transaction 1
[2022-07-23T16:56:28.229Z INFO  client] Sending sample transaction 2
[2022-07-23T16:56:28.279Z INFO  client] Sending sample transaction 3
[2022-07-23T16:56:28.336Z INFO  client] Sending sample transaction 4
[2022-07-23T16:56:28.406Z INFO  client] Sending sample transaction 5
[2022-07-23T16:56:28.460Z INFO  client] Sending sample transaction 6
[2022-07-23T16:56:28.488Z INFO  client] Sending sample transaction 7
[2022-07-23T16:56:28.529Z INFO  client] Sending sample transaction 8
[2022-07-23T16:56:28.580Z INFO  client] Sending sample transaction 9
[2022-07-23T16:56:28.646Z INFO  client] Sending sample transaction 10
[2022-07-23T16:56:28.680Z INFO  client] Sending sample transaction 11
[2022-07-23T16:56:28.733Z INFO  client] Sending sample transaction 12
[2022-07-23T16:56:28.778Z INFO  client] Sending sample transaction 13
[2022-07-23T16:56:28.829Z INFO  client] Sending sample transaction 14
[2022-07-23T16:56:28.878Z INFO  client] Sending sample transaction 15
[2022-07-23T16:56:28.929Z INFO  client] Sending sample transaction 16
[2022-07-23T16:56:28.979Z INFO  client] Sending sample transaction 17
[2022-07-23T16:56:29.031Z INFO  client] Sending sample transaction 18
[2022-07-23T16:56:29.080Z INFO  client] Sending sample transaction 19
[2022-07-23T16:56:29.128Z INFO  client] Sending sample transaction 20
[2022-07-23T16:56:29.178Z INFO  client] Sending sample transaction 21
[2022-07-23T16:56:29.229Z INFO  client] Sending sample transaction 22
