[2022-07-23T16:53:55.364Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T16:53:55.365Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T16:53:55.365Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T16:53:55.365Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T16:53:55.365Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T16:53:55.365Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9017
[2022-07-23T16:53:55.365Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9027
[2022-07-23T16:53:55.365Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T16:53:55.365Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T16:53:55.365Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T16:53:55.365Z INFO  consensus::consensus] Node t6yLsZhIuHm7rajy listening to consensus messages on 0.0.0.0:9007
[2022-07-23T16:53:55.365Z INFO  node::node] Node t6yLsZhIuHm7rajy successfully booted
[2022-07-23T16:53:55.366Z INFO  consensus::core] I am voter t6yLsZhIuHm7rajy with nanos 900
[2022-07-23T16:53:55.687Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54577
[2022-07-23T16:53:55.690Z INFO  consensus::core] I'm handler t6yLsZhIuHm7rajy handling for block B1 with round number 1 with QC 0 from leader DO7TckM+ul2x7eUr
[2022-07-23T16:53:55.690Z INFO  consensus::core] I'm processor t6yLsZhIuHm7rajy processing for block B1 with round number 1 with QC 0 from leader DO7TckM+ul2x7eUr
[2022-07-23T16:53:55.690Z INFO  consensus::core] I'm voter t6yLsZhIuHm7rajy voting for block B1 with round number 1 with QC 0 from leader DO7TckM+ul2x7eUr
[2022-07-23T16:53:55.691Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-23T16:53:55.794Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54582
[2022-07-23T16:53:55.859Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54594
[2022-07-23T16:53:55.923Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54602
[2022-07-23T16:53:55.991Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54613
[2022-07-23T16:53:56.075Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54627
[2022-07-23T16:53:56.075Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54630
[2022-07-23T16:53:56.131Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54639
[2022-07-23T16:53:56.175Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54648
[2022-07-23T16:53:56.202Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54656
[2022-07-23T16:53:56.286Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54670
[2022-07-23T16:53:56.291Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-23T16:53:56.292Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54687
[2022-07-23T16:53:56.293Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-23T16:53:56.293Z INFO  consensus::core] I'm handler t6yLsZhIuHm7rajy handling for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.295Z INFO  consensus::core] I'm processor t6yLsZhIuHm7rajy processing for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.295Z INFO  consensus::core] I'm voter t6yLsZhIuHm7rajy voting for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.295Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-23T16:53:56.295Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-23T16:53:56.296Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-23T16:53:56.296Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-23T16:53:56.297Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T16:53:56.297Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T16:53:56.328Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54696
[2022-07-23T16:53:56.332Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54704
[2022-07-23T16:53:56.347Z INFO  consensus::core] I'm handler t6yLsZhIuHm7rajy handling for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.348Z INFO  consensus::core] I'm processor t6yLsZhIuHm7rajy processing for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.348Z INFO  consensus::core] I'm voter t6yLsZhIuHm7rajy voting for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.354Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54716
[2022-07-23T16:53:56.388Z INFO  consensus::core] I'm handler t6yLsZhIuHm7rajy handling for block B3 with round number 3 with QC 2 from leader Qt5ilS+FklmCI9t0
[2022-07-23T16:53:56.389Z INFO  consensus::core] I'm processor t6yLsZhIuHm7rajy processing for block B3 with round number 3 with QC 2 from leader Qt5ilS+FklmCI9t0
[2022-07-23T16:53:56.389Z INFO  consensus::core] I'm voter t6yLsZhIuHm7rajy voting for block B3 with round number 3 with QC 2 from leader Qt5ilS+FklmCI9t0
[2022-07-23T16:53:56.472Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54731
[2022-07-23T16:53:56.472Z INFO  consensus::core] I'm handler t6yLsZhIuHm7rajy handling for block B4 with round number 4 with QC 3 from leader gq0D+SjDEVLQ0PVI
[2022-07-23T16:53:56.473Z INFO  consensus::core] Committed B2 with QC 0
[2022-07-23T16:53:56.473Z INFO  consensus::core] Committed B2 -> C2K9O7OBheYe4bUJLtQm9oTGySZnkcLlIrMDgg4tWsM=
[2022-07-23T16:53:56.473Z INFO  consensus::core] Committed B2 -> qgRJnWlEY9iPzw5heFSoN/lOKgZkpo30001Hng2s67o=
[2022-07-23T16:53:56.473Z INFO  consensus::core] Committed B2 -> 9xI/8lfUgf8iCPADROi+qkp+FEOvGJ4dIVtfCD8ygoI=
[2022-07-23T16:53:56.474Z INFO  consensus::core] Committed B2 -> iKkKac+v63jEI3QsYo0QgATOxFMhUZTFRHCLNitnCTU=
[2022-07-23T16:53:56.474Z INFO  consensus::core] Committed B2 -> za7NSStKH2TXv9J5UjLhNUkPdUtyyUXplOnJdcEdO4g=
[2022-07-23T16:53:56.474Z INFO  consensus::core] Committed B2 -> 6xL/z9LpedmvihGMUJ39JfcRcEDniYJ8T0TYAmtxU5w=
[2022-07-23T16:53:56.474Z INFO  consensus::core] Committed B2 -> +ownEBks1XGywCcvjXSFC8w0rlCH7TJ953FAvOzfTm4=
[2022-07-23T16:53:56.474Z INFO  consensus::core] Committed B2 -> UqG+DAQP5Eyd+UNGlGRmL17HnhqRpDCpdq8+YEw5r4U=
[2022-07-23T16:53:56.474Z INFO  consensus::core] Committed B2 -> lRPlysPrqfx7Pp1CdCTSOY3bcGfoJ0nNRn0g3XEXTHs=
[2022-07-23T16:53:56.474Z INFO  consensus::core] Committed B2 -> U65o+4Pet1A4X9iJJ2jj7AaxlCNIoZWpRfX3dk1+yKg=
[2022-07-23T16:53:56.474Z INFO  consensus::core] I'm processor t6yLsZhIuHm7rajy processing for block B4 with round number 4 with QC 3 from leader gq0D+SjDEVLQ0PVI
[2022-07-23T16:53:56.474Z INFO  consensus::core] I'm voter t6yLsZhIuHm7rajy voting for block B4 with round number 4 with QC 3 from leader gq0D+SjDEVLQ0PVI
[2022-07-23T16:53:56.483Z INFO  consensus::core] I'm handler t6yLsZhIuHm7rajy handling for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.485Z INFO  consensus::core] I'm processor t6yLsZhIuHm7rajy processing for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.485Z INFO  consensus::core] I'm voter t6yLsZhIuHm7rajy voting for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.501Z INFO  consensus::core] I'm handler t6yLsZhIuHm7rajy handling for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.502Z INFO  consensus::core] I'm processor t6yLsZhIuHm7rajy processing for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.503Z INFO  consensus::core] I'm voter t6yLsZhIuHm7rajy voting for block B2 with round number 2 with QC 0 from leader DSBGBNGAdLmvUnLZ
[2022-07-23T16:53:56.503Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54744
[2022-07-23T16:53:56.525Z INFO  network::receiver] Incoming connection established with 127.0.0.1:54754
[2022-07-23T16:53:56.541Z INFO  consensus::core] I'm handler t6yLsZhIuHm7rajy handling for block B5 with round number 5 with QC 4 from leader ldbGWMQP2N/8+jwc
[2022-07-23T16:53:56.543Z INFO  consensus::core] Committed B3 with QC 2
[2022-07-23T16:53:56.543Z INFO  consensus::core] Committed B3 -> 0ok5/aBJt5aWqJ8XMSDvlRcJUijc0eovPc6e/IOGmvU=
[2022-07-23T16:53:56.543Z INFO  consensus::core] Committed B3 -> LLje6Prs07Wzhs4FU6ioSDVBKXMECf2f3AuSpXsMb4g=
[2022-07-23T16:53:56.543Z INFO  consensus::core] Committed B3 -> lmmAkJ3711RQ5DFk+gSqT/08luFcUj+Tfi1JgwGMJxE=
[2022-07-23T16:53:56.544Z INFO  consensus::core] Committed B3 -> UtCsmP6/xffsgNkaJUZyNW6YV51ufniSvFB2/rux4GE=
[2022-07-23T16:53:56.544Z INFO  consensus::core] I'm processor t6yLsZhIuHm7rajy processing for block B5 with round number 5 with QC 4 from leader ldbGWMQP2N/8+jwc
[2022-07-23T16:53:56.544Z INFO  consensus::core] I'm voter t6yLsZhIuHm7rajy voting for block B5 with round number 5 with QC 4 from leader ldbGWMQP2N/8+jwc
[2022-07-23T16:53:56.544Z INFO  consensus::proposer] Created B6
[2022-07-23T16:53:56.544Z INFO  consensus::proposer] Created with Round number 6 with QC 5 
[2022-07-23T16:53:56.544Z INFO  consensus::proposer] Created B6 -> Wwrp4G2Nts50+iHFownlFxnQ/W8XeIb4iO68EOEGGS0=
[2022-07-23T16:53:56.544Z INFO  consensus::proposer] Created B6 -> vogDsrDDCxFA3HNPPslpv8YBdJbuD0WF5GJfG98iNbQ=
[2022-07-23T16:53:56.544Z INFO  consensus::proposer] Created B6 -> 6/75A8ZfngkQlQ0b0r1Thjm+IAZNgCSjUB/eA2XhJas=
[2022-07-23T16:53:56.544Z INFO  consensus::proposer] Created B6 -> qneGAuCN4Q/LfWctIAHESVYYUywrd4cBwBKU5D5Vu70=
[2022-07-23T16:53:56.544Z INFO  consensus::proposer] Created B6 -> PMdwYjtQfUpSDuzMjWWG52BEaXK1Jz2cbK7F8LBnrck=
