[2022-07-24T09:53:49.591Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-24T09:53:49.592Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-24T09:53:49.592Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-24T09:53:49.592Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-24T09:53:49.592Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-24T09:53:49.592Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9017
[2022-07-24T09:53:49.592Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9027
[2022-07-24T09:53:49.592Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-24T09:53:49.592Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-24T09:53:49.592Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-24T09:53:49.592Z INFO  consensus::consensus] Node /cZCFbpsTg2hHpbj listening to consensus messages on 0.0.0.0:9007
[2022-07-24T09:53:49.593Z INFO  node::node] Node /cZCFbpsTg2hHpbj successfully booted
[2022-07-24T09:53:49.593Z INFO  consensus::core] I am voter /cZCFbpsTg2hHpbj with nanos 100
[2022-07-24T09:53:49.632Z INFO  network::receiver] Incoming connection established with 127.0.0.1:51930
[2022-07-24T09:53:49.633Z INFO  consensus::core] I'm handler /cZCFbpsTg2hHpbj handling for block B1 with round number 1 with QC 0 from leader PcJHIqZZLjEyW373
[2022-07-24T09:53:49.633Z INFO  consensus::core] I'm processor /cZCFbpsTg2hHpbj processing for block B1 with round number 1 with QC 0 from leader PcJHIqZZLjEyW373
[2022-07-24T09:53:49.633Z INFO  consensus::core] I'm voter /cZCFbpsTg2hHpbj voting for block B1 with round number 1 with QC 0 from leader PcJHIqZZLjEyW373
[2022-07-24T09:53:49.635Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-24T09:53:49.637Z INFO  network::receiver] Incoming connection established with 127.0.0.1:51938
[2022-07-24T09:53:49.639Z INFO  consensus::core] I'm handler /cZCFbpsTg2hHpbj handling for block B2 with round number 2 with QC 1 from leader SXeezvRSgH3EJ0Ck
[2022-07-24T09:53:49.640Z INFO  consensus::core] I'm processor /cZCFbpsTg2hHpbj processing for block B2 with round number 2 with QC 1 from leader SXeezvRSgH3EJ0Ck
[2022-07-24T09:53:49.640Z INFO  consensus::core] I'm voter /cZCFbpsTg2hHpbj voting for block B2 with round number 2 with QC 1 from leader SXeezvRSgH3EJ0Ck
[2022-07-24T09:53:49.641Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-24T09:53:50.396Z INFO  network::receiver] Incoming connection established with 127.0.0.1:51959
[2022-07-24T09:53:50.453Z INFO  network::receiver] Incoming connection established with 127.0.0.1:51972
[2022-07-24T09:53:50.513Z INFO  network::receiver] Incoming connection established with 127.0.0.1:51978
[2022-07-24T09:53:50.576Z INFO  network::receiver] Incoming connection established with 127.0.0.1:51989
[2022-07-24T09:53:50.640Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52002
[2022-07-24T09:53:50.641Z WARN  consensus::core] Timeout reached for round 2
[2022-07-24T09:53:50.645Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-24T09:53:50.645Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52014
[2022-07-24T09:53:50.645Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52023
[2022-07-24T09:53:50.645Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-24T09:53:50.646Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-24T09:53:50.647Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-24T09:53:50.648Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-24T09:53:50.648Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-24T09:53:50.648Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-24T09:53:50.649Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52032
[2022-07-24T09:53:50.649Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52036
[2022-07-24T09:53:50.649Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-24T09:53:50.663Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52054
[2022-07-24T09:53:50.672Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52063
[2022-07-24T09:53:50.687Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52072
[2022-07-24T09:53:50.709Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52076
[2022-07-24T09:53:50.784Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52088
[2022-07-24T09:53:50.813Z INFO  network::receiver] Incoming connection established with 127.0.0.1:52097
[2022-07-24T09:53:50.827Z INFO  mempool::batch_maker] Batch LdgQrQoeOgS6PJyyfgPn2ulyzQEkqwXFX4/gKZCikFc= contains sample tx 0
[2022-07-24T09:53:50.827Z INFO  mempool::batch_maker] Batch LdgQrQoeOgS6PJyyfgPn2ulyzQEkqwXFX4/gKZCikFc= contains 2560 B
[2022-07-24T09:53:50.829Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9029 (retry 0): Connection refused (os error 111)
[2022-07-24T09:53:50.830Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9022
[2022-07-24T09:53:50.830Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9023
[2022-07-24T09:53:50.830Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9024
[2022-07-24T09:53:50.831Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9026
[2022-07-24T09:53:50.831Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9021
[2022-07-24T09:53:50.831Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9025
[2022-07-24T09:53:50.831Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9020
[2022-07-24T09:53:50.831Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9028
[2022-07-24T09:53:50.876Z INFO  mempool::batch_maker] Batch U6qrvIKf6HK8KG16n3hjXDS1o9BrEIggfJttfygSa3Q= contains sample tx 1
[2022-07-24T09:53:50.876Z INFO  mempool::batch_maker] Batch U6qrvIKf6HK8KG16n3hjXDS1o9BrEIggfJttfygSa3Q= contains 2560 B
