[2022-07-24T10:14:19.373Z INFO  client] Node address: 127.0.0.1:9016
[2022-07-24T10:14:19.374Z INFO  client] Transactions size: 512 B
[2022-07-24T10:14:19.374Z INFO  client] Transactions rate: 112 tx/s
[2022-07-24T10:14:19.374Z INFO  client] Waiting for all nodes to be online...
[2022-07-24T10:14:19.374Z INFO  client] Waiting for all nodes to be synchronized...
[2022-07-24T10:14:21.383Z INFO  client] Start sending transactions
[2022-07-24T10:14:21.384Z INFO  client] Sending sample transaction 0
[2022-07-24T10:14:21.435Z INFO  client] Sending sample transaction 1
[2022-07-24T10:14:21.528Z INFO  client] Sending sample transaction 2
[2022-07-24T10:14:21.567Z INFO  client] Sending sample transaction 3
[2022-07-24T10:14:21.619Z INFO  client] Sending sample transaction 4
[2022-07-24T10:14:21.649Z INFO  client] Sending sample transaction 5
[2022-07-24T10:14:21.696Z INFO  client] Sending sample transaction 6
[2022-07-24T10:14:21.736Z INFO  client] Sending sample transaction 7
[2022-07-24T10:14:21.813Z INFO  client] Sending sample transaction 8
[2022-07-24T10:14:21.848Z INFO  client] Sending sample transaction 9
[2022-07-24T10:14:21.884Z INFO  client] Sending sample transaction 10
[2022-07-24T10:14:21.934Z INFO  client] Sending sample transaction 11
[2022-07-24T10:14:21.986Z INFO  client] Sending sample transaction 12
[2022-07-24T10:14:22.037Z INFO  client] Sending sample transaction 13
[2022-07-24T10:14:22.092Z INFO  client] Sending sample transaction 14
[2022-07-24T10:14:22.137Z INFO  client] Sending sample transaction 15
[2022-07-24T10:14:22.185Z INFO  client] Sending sample transaction 16
[2022-07-24T10:14:22.253Z INFO  client] Sending sample transaction 17
[2022-07-24T10:14:22.290Z INFO  client] Sending sample transaction 18
[2022-07-24T10:14:22.341Z INFO  client] Sending sample transaction 19
[2022-07-24T10:14:22.385Z INFO  client] Sending sample transaction 20
[2022-07-24T10:14:22.436Z INFO  client] Sending sample transaction 21
[2022-07-24T10:14:22.485Z INFO  client] Sending sample transaction 22
[2022-07-24T10:14:22.538Z INFO  client] Sending sample transaction 23
[2022-07-24T10:14:22.590Z INFO  client] Sending sample transaction 24
[2022-07-24T10:14:22.635Z INFO  client] Sending sample transaction 25
[2022-07-24T10:14:22.684Z INFO  client] Sending sample transaction 26
[2022-07-24T10:14:22.737Z INFO  client] Sending sample transaction 27
[2022-07-24T10:14:22.785Z INFO  client] Sending sample transaction 28
[2022-07-24T10:14:22.835Z INFO  client] Sending sample transaction 29
[2022-07-24T10:14:22.884Z INFO  client] Sending sample transaction 30
[2022-07-24T10:14:22.936Z INFO  client] Sending sample transaction 31
[2022-07-24T10:14:22.985Z INFO  client] Sending sample transaction 32
[2022-07-24T10:14:23.068Z INFO  client] Sending sample transaction 33
[2022-07-24T10:14:23.135Z INFO  client] Sending sample transaction 34
[2022-07-24T10:14:23.139Z INFO  client] Sending sample transaction 35
[2022-07-24T10:14:23.185Z INFO  client] Sending sample transaction 36
[2022-07-24T10:14:23.237Z INFO  client] Sending sample transaction 37
[2022-07-24T10:14:23.299Z INFO  client] Sending sample transaction 38
[2022-07-24T10:14:23.362Z INFO  client] Sending sample transaction 39
[2022-07-24T10:14:23.394Z INFO  client] Sending sample transaction 40
[2022-07-24T10:14:23.440Z INFO  client] Sending sample transaction 41
[2022-07-24T10:14:23.486Z INFO  client] Sending sample transaction 42
[2022-07-24T10:14:23.534Z INFO  client] Sending sample transaction 43
[2022-07-24T10:14:23.587Z INFO  client] Sending sample transaction 44
[2022-07-24T10:14:23.634Z INFO  client] Sending sample transaction 45
[2022-07-24T10:14:23.698Z INFO  client] Sending sample transaction 46
[2022-07-24T10:14:23.736Z INFO  client] Sending sample transaction 47
[2022-07-24T10:14:23.785Z INFO  client] Sending sample transaction 48
[2022-07-24T10:14:23.834Z INFO  client] Sending sample transaction 49
[2022-07-24T10:14:23.884Z INFO  client] Sending sample transaction 50
[2022-07-24T10:14:23.935Z INFO  client] Sending sample transaction 51
[2022-07-24T10:14:23.986Z INFO  client] Sending sample transaction 52
[2022-07-24T10:14:24.034Z INFO  client] Sending sample transaction 53
[2022-07-24T10:14:24.084Z INFO  client] Sending sample transaction 54
[2022-07-24T10:14:24.134Z INFO  client] Sending sample transaction 55
[2022-07-24T10:14:24.184Z INFO  client] Sending sample transaction 56
[2022-07-24T10:14:24.234Z INFO  client] Sending sample transaction 57
[2022-07-24T10:14:24.284Z INFO  client] Sending sample transaction 58
[2022-07-24T10:14:24.335Z INFO  client] Sending sample transaction 59
[2022-07-24T10:14:24.385Z INFO  client] Sending sample transaction 60
[2022-07-24T10:14:24.444Z INFO  client] Sending sample transaction 61
[2022-07-24T10:14:24.485Z INFO  client] Sending sample transaction 62
[2022-07-24T10:14:24.534Z INFO  client] Sending sample transaction 63
[2022-07-24T10:14:24.585Z INFO  client] Sending sample transaction 64
[2022-07-24T10:14:24.635Z INFO  client] Sending sample transaction 65
[2022-07-24T10:14:24.684Z INFO  client] Sending sample transaction 66
[2022-07-24T10:14:24.734Z INFO  client] Sending sample transaction 67
[2022-07-24T10:14:24.785Z INFO  client] Sending sample transaction 68
[2022-07-24T10:14:24.834Z INFO  client] Sending sample transaction 69
[2022-07-24T10:14:24.885Z INFO  client] Sending sample transaction 70
[2022-07-24T10:14:24.935Z INFO  client] Sending sample transaction 71
[2022-07-24T10:14:24.985Z INFO  client] Sending sample transaction 72
[2022-07-24T10:14:25.034Z INFO  client] Sending sample transaction 73
[2022-07-24T10:14:25.085Z INFO  client] Sending sample transaction 74
[2022-07-24T10:14:25.134Z INFO  client] Sending sample transaction 75
[2022-07-24T10:14:25.186Z INFO  client] Sending sample transaction 76
[2022-07-24T10:14:25.235Z INFO  client] Sending sample transaction 77
[2022-07-24T10:14:25.285Z INFO  client] Sending sample transaction 78
[2022-07-24T10:14:25.334Z INFO  client] Sending sample transaction 79
[2022-07-24T10:14:25.385Z INFO  client] Sending sample transaction 80
[2022-07-24T10:14:25.436Z INFO  client] Sending sample transaction 81
[2022-07-24T10:14:25.487Z INFO  client] Sending sample transaction 82
[2022-07-24T10:14:25.539Z INFO  client] Sending sample transaction 83
[2022-07-24T10:14:25.585Z INFO  client] Sending sample transaction 84
[2022-07-24T10:14:25.634Z INFO  client] Sending sample transaction 85
[2022-07-24T10:14:25.684Z INFO  client] Sending sample transaction 86
[2022-07-24T10:14:25.735Z INFO  client] Sending sample transaction 87
[2022-07-24T10:14:25.786Z INFO  client] Sending sample transaction 88
[2022-07-24T10:14:25.837Z INFO  client] Sending sample transaction 89
[2022-07-24T10:14:25.884Z INFO  client] Sending sample transaction 90
[2022-07-24T10:14:25.935Z INFO  client] Sending sample transaction 91
[2022-07-24T10:14:25.994Z INFO  client] Sending sample transaction 92
[2022-07-24T10:14:26.049Z INFO  client] Sending sample transaction 93
[2022-07-24T10:14:26.094Z INFO  client] Sending sample transaction 94
[2022-07-24T10:14:26.134Z INFO  client] Sending sample transaction 95
[2022-07-24T10:14:26.184Z INFO  client] Sending sample transaction 96
[2022-07-24T10:14:26.235Z INFO  client] Sending sample transaction 97
[2022-07-24T10:14:26.284Z INFO  client] Sending sample transaction 98
[2022-07-24T10:14:26.334Z INFO  client] Sending sample transaction 99
[2022-07-24T10:14:26.384Z INFO  client] Sending sample transaction 100
[2022-07-24T10:14:26.435Z INFO  client] Sending sample transaction 101
[2022-07-24T10:14:26.484Z INFO  client] Sending sample transaction 102
[2022-07-24T10:14:26.535Z INFO  client] Sending sample transaction 103
[2022-07-24T10:14:26.584Z INFO  client] Sending sample transaction 104
[2022-07-24T10:14:26.634Z INFO  client] Sending sample transaction 105
[2022-07-24T10:14:26.685Z INFO  client] Sending sample transaction 106
[2022-07-24T10:14:26.734Z INFO  client] Sending sample transaction 107
[2022-07-24T10:14:26.784Z INFO  client] Sending sample transaction 108
[2022-07-24T10:14:26.834Z INFO  client] Sending sample transaction 109
[2022-07-24T10:14:26.901Z INFO  client] Sending sample transaction 110
[2022-07-24T10:14:26.938Z INFO  client] Sending sample transaction 111
[2022-07-24T10:14:26.985Z INFO  client] Sending sample transaction 112
[2022-07-24T10:14:27.035Z INFO  client] Sending sample transaction 113
[2022-07-24T10:14:27.085Z INFO  client] Sending sample transaction 114
[2022-07-24T10:14:27.134Z INFO  client] Sending sample transaction 115
[2022-07-24T10:14:27.184Z INFO  client] Sending sample transaction 116
[2022-07-24T10:14:27.235Z INFO  client] Sending sample transaction 117
[2022-07-24T10:14:27.284Z INFO  client] Sending sample transaction 118
[2022-07-24T10:14:27.335Z INFO  client] Sending sample transaction 119
[2022-07-24T10:14:27.384Z INFO  client] Sending sample transaction 120
[2022-07-24T10:14:27.434Z INFO  client] Sending sample transaction 121
[2022-07-24T10:14:27.485Z INFO  client] Sending sample transaction 122
[2022-07-24T10:14:27.536Z INFO  client] Sending sample transaction 123
[2022-07-24T10:14:27.585Z INFO  client] Sending sample transaction 124
[2022-07-24T10:14:27.634Z INFO  client] Sending sample transaction 125
[2022-07-24T10:14:27.685Z INFO  client] Sending sample transaction 126
[2022-07-24T10:14:27.736Z INFO  client] Sending sample transaction 127
[2022-07-24T10:14:27.785Z INFO  client] Sending sample transaction 128
[2022-07-24T10:14:27.835Z INFO  client] Sending sample transaction 129
[2022-07-24T10:14:27.884Z INFO  client] Sending sample transaction 130
[2022-07-24T10:14:27.934Z INFO  client] Sending sample transaction 131
[2022-07-24T10:14:27.984Z INFO  client] Sending sample transaction 132
[2022-07-24T10:14:28.034Z INFO  client] Sending sample transaction 133
[2022-07-24T10:14:28.084Z INFO  client] Sending sample transaction 134
[2022-07-24T10:14:28.135Z INFO  client] Sending sample transaction 135
[2022-07-24T10:14:28.184Z INFO  client] Sending sample transaction 136
[2022-07-24T10:14:28.236Z INFO  client] Sending sample transaction 137
[2022-07-24T10:14:28.284Z INFO  client] Sending sample transaction 138
[2022-07-24T10:14:28.334Z INFO  client] Sending sample transaction 139
[2022-07-24T10:14:28.385Z INFO  client] Sending sample transaction 140
[2022-07-24T10:14:28.434Z INFO  client] Sending sample transaction 141
[2022-07-24T10:14:28.484Z INFO  client] Sending sample transaction 142
[2022-07-24T10:14:28.534Z INFO  client] Sending sample transaction 143
[2022-07-24T10:14:28.585Z INFO  client] Sending sample transaction 144
[2022-07-24T10:14:28.634Z INFO  client] Sending sample transaction 145
[2022-07-24T10:14:28.685Z INFO  client] Sending sample transaction 146
[2022-07-24T10:14:28.736Z INFO  client] Sending sample transaction 147
[2022-07-24T10:14:28.786Z INFO  client] Sending sample transaction 148
