[2022-07-24T09:52:21.368Z INFO  client] Node address: 127.0.0.1:9012
[2022-07-24T09:52:21.369Z INFO  client] Transactions size: 512 B
[2022-07-24T09:52:21.369Z INFO  client] Transactions rate: 112 tx/s
[2022-07-24T09:52:21.369Z INFO  client] Waiting for all nodes to be online...
[2022-07-24T09:52:21.369Z INFO  client] Waiting for all nodes to be synchronized...
[2022-07-24T09:52:23.383Z INFO  client] Start sending transactions
[2022-07-24T09:52:23.385Z INFO  client] Sending sample transaction 0
[2022-07-24T09:52:23.443Z INFO  client] Sending sample transaction 1
[2022-07-24T09:52:23.484Z INFO  client] Sending sample transaction 2
[2022-07-24T09:52:23.537Z INFO  client] Sending sample transaction 3
[2022-07-24T09:52:23.585Z INFO  client] Sending sample transaction 4
[2022-07-24T09:52:23.635Z INFO  client] Sending sample transaction 5
[2022-07-24T09:52:23.684Z INFO  client] Sending sample transaction 6
[2022-07-24T09:52:23.737Z INFO  client] Sending sample transaction 7
[2022-07-24T09:52:23.787Z INFO  client] Sending sample transaction 8
[2022-07-24T09:52:23.837Z INFO  client] Sending sample transaction 9
[2022-07-24T09:52:23.884Z INFO  client] Sending sample transaction 10
[2022-07-24T09:52:23.935Z INFO  client] Sending sample transaction 11
[2022-07-24T09:52:23.985Z INFO  client] Sending sample transaction 12
[2022-07-24T09:52:24.035Z INFO  client] Sending sample transaction 13
[2022-07-24T09:52:24.086Z INFO  client] Sending sample transaction 14
[2022-07-24T09:52:24.134Z INFO  client] Sending sample transaction 15
[2022-07-24T09:52:24.185Z INFO  client] Sending sample transaction 16
[2022-07-24T09:52:24.235Z INFO  client] Sending sample transaction 17
[2022-07-24T09:52:24.285Z INFO  client] Sending sample transaction 18
[2022-07-24T09:52:24.336Z INFO  client] Sending sample transaction 19
[2022-07-24T09:52:24.416Z INFO  client] Sending sample transaction 20
[2022-07-24T09:52:24.451Z INFO  client] Sending sample transaction 21
[2022-07-24T09:52:24.514Z INFO  client] Sending sample transaction 22
[2022-07-24T09:52:24.539Z INFO  client] Sending sample transaction 23
[2022-07-24T09:52:24.743Z INFO  client] Sending sample transaction 24
[2022-07-24T09:52:24.743Z WARN  client] Transaction rate too high for this client
[2022-07-24T09:52:24.744Z INFO  client] Sending sample transaction 25
[2022-07-24T09:52:24.798Z WARN  client] Transaction rate too high for this client
[2022-07-24T09:52:24.799Z INFO  client] Sending sample transaction 26
