[2022-07-23T16:36:22.578Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T16:36:22.579Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T16:36:22.579Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T16:36:22.579Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T16:36:22.579Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T16:36:22.579Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9011
[2022-07-23T16:36:22.579Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9021
[2022-07-23T16:36:22.579Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T16:36:22.579Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T16:36:22.579Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T16:36:22.579Z INFO  consensus::consensus] Node dzYflyVxnpOP7Nhk listening to consensus messages on 0.0.0.0:9001
[2022-07-23T16:36:22.579Z INFO  node::node] Node dzYflyVxnpOP7Nhk successfully booted
[2022-07-23T16:36:22.580Z INFO  consensus::core] I am voter dzYflyVxnpOP7Nhk with nanos 400
[2022-07-23T16:36:23.518Z INFO  network::receiver] Incoming connection established with 127.0.0.1:56649
[2022-07-23T16:36:23.582Z WARN  consensus::core] Timeout reached for round 1
[2022-07-23T16:36:23.583Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9008 (retry 0): Connection refused (os error 111)
[2022-07-23T16:36:23.584Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-23T16:36:23.584Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9005 (retry 0): Connection refused (os error 111)
[2022-07-23T16:36:23.584Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9006 (retry 0): Connection refused (os error 111)
[2022-07-23T16:36:23.584Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9007 (retry 0): Connection refused (os error 111)
[2022-07-23T16:36:23.584Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T16:36:23.584Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T16:36:23.584Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-23T16:36:23.584Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-23T16:36:23.674Z INFO  network::receiver] Incoming connection established with 127.0.0.1:56670
[2022-07-23T16:36:23.746Z INFO  network::receiver] Incoming connection established with 127.0.0.1:56681
