[2022-07-23T16:55:25.993Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T16:55:25.994Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T16:55:25.994Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T16:55:25.994Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T16:55:25.994Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T16:55:25.994Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9016
[2022-07-23T16:55:25.994Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9026
[2022-07-23T16:55:25.994Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T16:55:25.994Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T16:55:25.994Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T16:55:25.994Z INFO  consensus::consensus] Node xurVIMvRuTgyODo6 listening to consensus messages on 0.0.0.0:9006
[2022-07-23T16:55:25.994Z INFO  node::node] Node xurVIMvRuTgyODo6 successfully booted
[2022-07-23T16:55:25.995Z INFO  consensus::core] I am voter xurVIMvRuTgyODo6 with nanos 600
[2022-07-23T16:55:26.397Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57110
[2022-07-23T16:55:26.400Z INFO  consensus::core] I'm handler xurVIMvRuTgyODo6 handling for block B1 with round number 1 with QC 0 from leader gKUsdGI7Ah9hBZJH
[2022-07-23T16:55:26.400Z INFO  consensus::core] I'm processor xurVIMvRuTgyODo6 processing for block B1 with round number 1 with QC 0 from leader gKUsdGI7Ah9hBZJH
[2022-07-23T16:55:26.400Z INFO  consensus::core] I'm voter xurVIMvRuTgyODo6 voting for block B1 with round number 1 with QC 0 from leader gKUsdGI7Ah9hBZJH
[2022-07-23T16:55:26.401Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9005
[2022-07-23T16:55:26.495Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57120
[2022-07-23T16:55:26.562Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57133
[2022-07-23T16:55:26.654Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57137
[2022-07-23T16:55:26.856Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57144
[2022-07-23T16:55:26.856Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57155
[2022-07-23T16:55:26.897Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57170
[2022-07-23T16:55:26.936Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57180
[2022-07-23T16:55:26.965Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57189
[2022-07-23T16:55:26.976Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57198
[2022-07-23T16:55:26.996Z WARN  consensus::core] Timeout reached for round 1
[2022-07-23T16:55:27.002Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-23T16:55:27.004Z WARN  network::simple_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T16:55:27.004Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-23T16:55:27.004Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-23T16:55:27.005Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-23T16:55:27.005Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9008
[2022-07-23T16:55:27.006Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T16:55:27.006Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-23T16:55:27.026Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57215
[2022-07-23T16:55:27.027Z INFO  consensus::core] I'm handler xurVIMvRuTgyODo6 handling for block B2 with round number 2 with QC 0 from leader hyFR/yxecr38WHyJ
[2022-07-23T16:55:27.029Z INFO  consensus::core] I'm processor xurVIMvRuTgyODo6 processing for block B2 with round number 2 with QC 0 from leader hyFR/yxecr38WHyJ
[2022-07-23T16:55:27.029Z INFO  consensus::core] I'm voter xurVIMvRuTgyODo6 voting for block B2 with round number 2 with QC 0 from leader hyFR/yxecr38WHyJ
[2022-07-23T16:55:27.076Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57234
[2022-07-23T16:55:27.077Z INFO  consensus::core] I'm handler xurVIMvRuTgyODo6 handling for block B2 with round number 2 with QC 0 from leader hyFR/yxecr38WHyJ
[2022-07-23T16:55:27.079Z INFO  consensus::core] I'm processor xurVIMvRuTgyODo6 processing for block B2 with round number 2 with QC 0 from leader hyFR/yxecr38WHyJ
[2022-07-23T16:55:27.079Z INFO  consensus::core] I'm voter xurVIMvRuTgyODo6 voting for block B2 with round number 2 with QC 0 from leader hyFR/yxecr38WHyJ
[2022-07-23T16:55:27.079Z INFO  consensus::core] I'm handler xurVIMvRuTgyODo6 handling for block B2 with round number 2 with QC 0 from leader hyFR/yxecr38WHyJ
[2022-07-23T16:55:27.080Z INFO  consensus::core] I'm processor xurVIMvRuTgyODo6 processing for block B2 with round number 2 with QC 0 from leader hyFR/yxecr38WHyJ
[2022-07-23T16:55:27.080Z INFO  consensus::core] I'm voter xurVIMvRuTgyODo6 voting for block B2 with round number 2 with QC 0 from leader hyFR/yxecr38WHyJ
[2022-07-23T16:55:27.080Z INFO  consensus::core] I'm handler xurVIMvRuTgyODo6 handling for block B3 with round number 3 with QC 2 from leader h9+gPesBsV7zD8i5
[2022-07-23T16:55:27.081Z INFO  consensus::core] I'm processor xurVIMvRuTgyODo6 processing for block B3 with round number 3 with QC 2 from leader h9+gPesBsV7zD8i5
[2022-07-23T16:55:27.081Z INFO  consensus::core] I'm voter xurVIMvRuTgyODo6 voting for block B3 with round number 3 with QC 2 from leader h9+gPesBsV7zD8i5
