[2022-07-17T10:48:44.855Z INFO  client] Node address: 127.0.0.1:9014
[2022-07-17T10:48:44.856Z INFO  client] Transactions size: 512 B
[2022-07-17T10:48:44.856Z INFO  client] Transactions rate: 112 tx/s
[2022-07-17T10:48:44.856Z INFO  client] Waiting for all nodes to be online...
[2022-07-17T10:48:44.856Z INFO  client] Waiting for all nodes to be synchronized...
[2022-07-17T10:48:46.858Z INFO  client] Start sending transactions
[2022-07-17T10:48:46.860Z INFO  client] Sending sample transaction 0
[2022-07-17T10:48:46.910Z INFO  client] Sending sample transaction 1
[2022-07-17T10:48:46.961Z INFO  client] Sending sample transaction 2
[2022-07-17T10:48:47.011Z INFO  client] Sending sample transaction 3
[2022-07-17T10:48:47.061Z INFO  client] Sending sample transaction 4
[2022-07-17T10:48:47.112Z INFO  client] Sending sample transaction 5
[2022-07-17T10:48:47.164Z INFO  client] Sending sample transaction 6
[2022-07-17T10:48:47.230Z INFO  client] Sending sample transaction 7
[2022-07-17T10:48:47.323Z INFO  client] Sending sample transaction 8
[2022-07-17T10:48:47.331Z INFO  client] Sending sample transaction 9
[2022-07-17T10:48:47.371Z INFO  client] Sending sample transaction 10
[2022-07-17T10:48:47.421Z INFO  client] Sending sample transaction 11
[2022-07-17T10:48:47.466Z INFO  client] Sending sample transaction 12
[2022-07-17T10:48:47.511Z INFO  client] Sending sample transaction 13
[2022-07-17T10:48:47.565Z INFO  client] Sending sample transaction 14
[2022-07-17T10:48:47.613Z INFO  client] Sending sample transaction 15
[2022-07-17T10:48:47.661Z INFO  client] Sending sample transaction 16
[2022-07-17T10:48:47.710Z INFO  client] Sending sample transaction 17
[2022-07-17T10:48:47.768Z INFO  client] Sending sample transaction 18
[2022-07-17T10:48:47.811Z INFO  client] Sending sample transaction 19
[2022-07-17T10:48:47.860Z INFO  client] Sending sample transaction 20
[2022-07-17T10:48:47.911Z INFO  client] Sending sample transaction 21
[2022-07-17T10:48:47.961Z INFO  client] Sending sample transaction 22
[2022-07-17T10:48:48.012Z INFO  client] Sending sample transaction 23
[2022-07-17T10:48:48.065Z INFO  client] Sending sample transaction 24
[2022-07-17T10:48:48.111Z INFO  client] Sending sample transaction 25
[2022-07-17T10:48:48.160Z INFO  client] Sending sample transaction 26
[2022-07-17T10:48:48.211Z INFO  client] Sending sample transaction 27
[2022-07-17T10:48:48.261Z INFO  client] Sending sample transaction 28
[2022-07-17T10:48:48.311Z INFO  client] Sending sample transaction 29
[2022-07-17T10:48:48.360Z INFO  client] Sending sample transaction 30
[2022-07-17T10:48:48.411Z INFO  client] Sending sample transaction 31
[2022-07-17T10:48:48.460Z INFO  client] Sending sample transaction 32
[2022-07-17T10:48:48.513Z INFO  client] Sending sample transaction 33
[2022-07-17T10:48:48.561Z INFO  client] Sending sample transaction 34
[2022-07-17T10:48:48.611Z INFO  client] Sending sample transaction 35
[2022-07-17T10:48:48.663Z INFO  client] Sending sample transaction 36
[2022-07-17T10:48:48.716Z INFO  client] Sending sample transaction 37
[2022-07-17T10:48:48.762Z INFO  client] Sending sample transaction 38
[2022-07-17T10:48:48.813Z INFO  client] Sending sample transaction 39
[2022-07-17T10:48:48.860Z INFO  client] Sending sample transaction 40
[2022-07-17T10:48:48.911Z INFO  client] Sending sample transaction 41
[2022-07-17T10:48:48.960Z INFO  client] Sending sample transaction 42
[2022-07-17T10:48:49.010Z INFO  client] Sending sample transaction 43
[2022-07-17T10:48:49.060Z INFO  client] Sending sample transaction 44
[2022-07-17T10:48:49.110Z INFO  client] Sending sample transaction 45
[2022-07-17T10:48:49.161Z INFO  client] Sending sample transaction 46
[2022-07-17T10:48:49.211Z INFO  client] Sending sample transaction 47
[2022-07-17T10:48:49.260Z INFO  client] Sending sample transaction 48
[2022-07-17T10:48:49.310Z INFO  client] Sending sample transaction 49
[2022-07-17T10:48:49.361Z INFO  client] Sending sample transaction 50
[2022-07-17T10:48:49.410Z INFO  client] Sending sample transaction 51
[2022-07-17T10:48:49.461Z INFO  client] Sending sample transaction 52
[2022-07-17T10:48:49.511Z INFO  client] Sending sample transaction 53
[2022-07-17T10:48:49.560Z INFO  client] Sending sample transaction 54
[2022-07-17T10:48:49.610Z INFO  client] Sending sample transaction 55
[2022-07-17T10:48:49.661Z INFO  client] Sending sample transaction 56
[2022-07-17T10:48:49.710Z INFO  client] Sending sample transaction 57
[2022-07-17T10:48:49.760Z INFO  client] Sending sample transaction 58
[2022-07-17T10:48:49.810Z INFO  client] Sending sample transaction 59
[2022-07-17T10:48:49.861Z INFO  client] Sending sample transaction 60
[2022-07-17T10:48:49.911Z INFO  client] Sending sample transaction 61
[2022-07-17T10:48:49.960Z INFO  client] Sending sample transaction 62
[2022-07-17T10:48:50.011Z INFO  client] Sending sample transaction 63
[2022-07-17T10:48:50.060Z INFO  client] Sending sample transaction 64
[2022-07-17T10:48:50.110Z INFO  client] Sending sample transaction 65
[2022-07-17T10:48:50.160Z INFO  client] Sending sample transaction 66
[2022-07-17T10:48:50.211Z INFO  client] Sending sample transaction 67
[2022-07-17T10:48:50.261Z INFO  client] Sending sample transaction 68
[2022-07-17T10:48:50.310Z INFO  client] Sending sample transaction 69
[2022-07-17T10:48:50.360Z INFO  client] Sending sample transaction 70
[2022-07-17T10:48:50.410Z INFO  client] Sending sample transaction 71
[2022-07-17T10:48:50.461Z INFO  client] Sending sample transaction 72
[2022-07-17T10:48:50.511Z INFO  client] Sending sample transaction 73
[2022-07-17T10:48:50.561Z INFO  client] Sending sample transaction 74
[2022-07-17T10:48:50.611Z INFO  client] Sending sample transaction 75
[2022-07-17T10:48:50.661Z INFO  client] Sending sample transaction 76
[2022-07-17T10:48:50.710Z INFO  client] Sending sample transaction 77
[2022-07-17T10:48:50.763Z INFO  client] Sending sample transaction 78
[2022-07-17T10:48:50.816Z INFO  client] Sending sample transaction 79
[2022-07-17T10:48:50.861Z INFO  client] Sending sample transaction 80
[2022-07-17T10:48:50.911Z INFO  client] Sending sample transaction 81
[2022-07-17T10:48:50.960Z INFO  client] Sending sample transaction 82
[2022-07-17T10:48:51.011Z INFO  client] Sending sample transaction 83
[2022-07-17T10:48:51.060Z INFO  client] Sending sample transaction 84
[2022-07-17T10:48:51.110Z INFO  client] Sending sample transaction 85
[2022-07-17T10:48:51.160Z INFO  client] Sending sample transaction 86
[2022-07-17T10:48:51.211Z INFO  client] Sending sample transaction 87
[2022-07-17T10:48:51.260Z INFO  client] Sending sample transaction 88
[2022-07-17T10:48:51.315Z INFO  client] Sending sample transaction 89
[2022-07-17T10:48:51.360Z INFO  client] Sending sample transaction 90
[2022-07-17T10:48:51.410Z INFO  client] Sending sample transaction 91
[2022-07-17T10:48:51.460Z INFO  client] Sending sample transaction 92
[2022-07-17T10:48:51.510Z INFO  client] Sending sample transaction 93
[2022-07-17T10:48:51.563Z INFO  client] Sending sample transaction 94
[2022-07-17T10:48:51.610Z INFO  client] Sending sample transaction 95
[2022-07-17T10:48:51.660Z INFO  client] Sending sample transaction 96
[2022-07-17T10:48:51.710Z INFO  client] Sending sample transaction 97
[2022-07-17T10:48:51.760Z INFO  client] Sending sample transaction 98
[2022-07-17T10:48:51.810Z INFO  client] Sending sample transaction 99
[2022-07-17T10:48:51.860Z INFO  client] Sending sample transaction 100
[2022-07-17T10:48:51.911Z INFO  client] Sending sample transaction 101
[2022-07-17T10:48:51.960Z INFO  client] Sending sample transaction 102
[2022-07-17T10:48:52.020Z INFO  client] Sending sample transaction 103
[2022-07-17T10:48:52.060Z INFO  client] Sending sample transaction 104
[2022-07-17T10:48:52.110Z INFO  client] Sending sample transaction 105
[2022-07-17T10:48:52.161Z INFO  client] Sending sample transaction 106
[2022-07-17T10:48:52.210Z INFO  client] Sending sample transaction 107
[2022-07-17T10:48:52.260Z INFO  client] Sending sample transaction 108
[2022-07-17T10:48:52.310Z INFO  client] Sending sample transaction 109
[2022-07-17T10:48:52.360Z INFO  client] Sending sample transaction 110
[2022-07-17T10:48:52.411Z INFO  client] Sending sample transaction 111
[2022-07-17T10:48:52.460Z INFO  client] Sending sample transaction 112
[2022-07-17T10:48:52.512Z INFO  client] Sending sample transaction 113
[2022-07-17T10:48:52.563Z INFO  client] Sending sample transaction 114
[2022-07-17T10:48:52.610Z INFO  client] Sending sample transaction 115
[2022-07-17T10:48:52.666Z INFO  client] Sending sample transaction 116
[2022-07-17T10:48:52.713Z INFO  client] Sending sample transaction 117
[2022-07-17T10:48:52.761Z INFO  client] Sending sample transaction 118
[2022-07-17T10:48:52.811Z INFO  client] Sending sample transaction 119
[2022-07-17T10:48:52.865Z INFO  client] Sending sample transaction 120
[2022-07-17T10:48:52.911Z INFO  client] Sending sample transaction 121
[2022-07-17T10:48:52.961Z INFO  client] Sending sample transaction 122
[2022-07-17T10:48:53.011Z INFO  client] Sending sample transaction 123
[2022-07-17T10:48:53.061Z INFO  client] Sending sample transaction 124
[2022-07-17T10:48:53.110Z INFO  client] Sending sample transaction 125
[2022-07-17T10:48:53.161Z INFO  client] Sending sample transaction 126
[2022-07-17T10:48:53.210Z INFO  client] Sending sample transaction 127
[2022-07-17T10:48:53.261Z INFO  client] Sending sample transaction 128
[2022-07-17T10:48:53.311Z INFO  client] Sending sample transaction 129
[2022-07-17T10:48:53.361Z INFO  client] Sending sample transaction 130
[2022-07-17T10:48:53.410Z INFO  client] Sending sample transaction 131
[2022-07-17T10:48:53.460Z INFO  client] Sending sample transaction 132
[2022-07-17T10:48:53.510Z INFO  client] Sending sample transaction 133
[2022-07-17T10:48:53.561Z INFO  client] Sending sample transaction 134
[2022-07-17T10:48:53.611Z INFO  client] Sending sample transaction 135
[2022-07-17T10:48:53.661Z INFO  client] Sending sample transaction 136
[2022-07-17T10:48:53.711Z INFO  client] Sending sample transaction 137
[2022-07-17T10:48:53.761Z INFO  client] Sending sample transaction 138
[2022-07-17T10:48:53.812Z INFO  client] Sending sample transaction 139
[2022-07-17T10:48:53.862Z INFO  client] Sending sample transaction 140
[2022-07-17T10:48:53.917Z INFO  client] Sending sample transaction 141
[2022-07-17T10:48:53.960Z INFO  client] Sending sample transaction 142
[2022-07-17T10:48:54.010Z INFO  client] Sending sample transaction 143
[2022-07-17T10:48:54.060Z INFO  client] Sending sample transaction 144
[2022-07-17T10:48:54.110Z INFO  client] Sending sample transaction 145
[2022-07-17T10:48:54.160Z INFO  client] Sending sample transaction 146
[2022-07-17T10:48:54.211Z INFO  client] Sending sample transaction 147
[2022-07-17T10:48:54.262Z INFO  client] Sending sample transaction 148
[2022-07-17T10:48:54.312Z INFO  client] Sending sample transaction 149
[2022-07-17T10:48:54.360Z INFO  client] Sending sample transaction 150
[2022-07-17T10:48:54.411Z INFO  client] Sending sample transaction 151
[2022-07-17T10:48:54.461Z INFO  client] Sending sample transaction 152
[2022-07-17T10:48:54.511Z INFO  client] Sending sample transaction 153
[2022-07-17T10:48:54.561Z INFO  client] Sending sample transaction 154
[2022-07-17T10:48:54.610Z INFO  client] Sending sample transaction 155
[2022-07-17T10:48:54.660Z INFO  client] Sending sample transaction 156
[2022-07-17T10:48:54.710Z INFO  client] Sending sample transaction 157
[2022-07-17T10:48:54.760Z INFO  client] Sending sample transaction 158
[2022-07-17T10:48:54.811Z INFO  client] Sending sample transaction 159
[2022-07-17T10:48:54.860Z INFO  client] Sending sample transaction 160
[2022-07-17T10:48:54.910Z INFO  client] Sending sample transaction 161
[2022-07-17T10:48:54.963Z INFO  client] Sending sample transaction 162
[2022-07-17T10:48:55.011Z INFO  client] Sending sample transaction 163
[2022-07-17T10:48:55.060Z INFO  client] Sending sample transaction 164
[2022-07-17T10:48:55.110Z INFO  client] Sending sample transaction 165
