[2022-07-23T17:02:42.040Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T17:02:42.041Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T17:02:42.041Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T17:02:42.041Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T17:02:42.041Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T17:02:42.041Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9014
[2022-07-23T17:02:42.041Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9024
[2022-07-23T17:02:42.041Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T17:02:42.041Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T17:02:42.041Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T17:02:42.041Z INFO  consensus::consensus] Node K7A6py9c6QK5IvBW listening to consensus messages on 0.0.0.0:9004
[2022-07-23T17:02:42.041Z INFO  node::node] Node K7A6py9c6QK5IvBW successfully booted
[2022-07-23T17:02:42.041Z INFO  consensus::core] I am voter K7A6py9c6QK5IvBW with nanos 200
[2022-07-23T17:02:42.312Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50672
[2022-07-23T17:02:42.319Z INFO  consensus::core] I'm handler K7A6py9c6QK5IvBW handling for block B1 with round number 1 with QC 0 from leader JJU4I3VV5QFmxxzM
[2022-07-23T17:02:42.319Z INFO  consensus::core] I'm processor K7A6py9c6QK5IvBW processing for block B1 with round number 1 with QC 0 from leader JJU4I3VV5QFmxxzM
[2022-07-23T17:02:42.319Z INFO  consensus::core] I'm voter K7A6py9c6QK5IvBW voting for block B1 with round number 1 with QC 0 from leader JJU4I3VV5QFmxxzM
[2022-07-23T17:02:42.320Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-23T17:02:42.326Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50692
[2022-07-23T17:02:42.331Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50699
[2022-07-23T17:02:42.331Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50700
[2022-07-23T17:02:42.331Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50701
[2022-07-23T17:02:42.331Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50703
[2022-07-23T17:02:42.332Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50705
[2022-07-23T17:02:42.332Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50704
[2022-07-23T17:02:42.332Z INFO  consensus::core] I'm handler K7A6py9c6QK5IvBW handling for block B2 with round number 2 with QC 1 from leader KY+VhEFrjmO0FMec
[2022-07-23T17:02:42.336Z INFO  consensus::core] I'm processor K7A6py9c6QK5IvBW processing for block B2 with round number 2 with QC 1 from leader KY+VhEFrjmO0FMec
[2022-07-23T17:02:42.336Z INFO  network::receiver] Incoming connection established with 127.0.0.1:50706
[2022-07-23T17:02:42.337Z INFO  consensus::core] I'm voter K7A6py9c6QK5IvBW voting for block B2 with round number 2 with QC 1 from leader KY+VhEFrjmO0FMec
[2022-07-23T17:02:42.337Z INFO  consensus::proposer] Created B3
[2022-07-23T17:02:42.337Z INFO  consensus::proposer] Created with Round number 3 with QC 2 
[2022-07-23T17:02:42.338Z INFO  consensus::core] I'm processor K7A6py9c6QK5IvBW processing for block B3 with round number 3 with QC 2 from leader K7A6py9c6QK5IvBW
[2022-07-23T17:02:42.338Z INFO  consensus::core] I'm voter K7A6py9c6QK5IvBW voting for block B3 with round number 3 with QC 2 from leader K7A6py9c6QK5IvBW
[2022-07-23T17:02:42.340Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T17:02:42.340Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9002
