[2022-07-24T09:35:26.931Z INFO  client] Node address: 127.0.0.1:9010
[2022-07-24T09:35:26.932Z INFO  client] Transactions size: 512 B
[2022-07-24T09:35:26.932Z INFO  client] Transactions rate: 112 tx/s
[2022-07-24T09:35:26.932Z INFO  client] Waiting for all nodes to be online...
[2022-07-24T09:35:26.932Z INFO  client] Waiting for all nodes to be synchronized...
[2022-07-24T09:35:28.935Z INFO  client] Start sending transactions
[2022-07-24T09:35:28.936Z INFO  client] Sending sample transaction 0
[2022-07-24T09:35:28.986Z INFO  client] Sending sample transaction 1
[2022-07-24T09:35:29.063Z INFO  client] Sending sample transaction 2
[2022-07-24T09:35:29.087Z INFO  client] Sending sample transaction 3
[2022-07-24T09:35:29.137Z INFO  client] Sending sample transaction 4
[2022-07-24T09:35:29.186Z INFO  client] Sending sample transaction 5
[2022-07-24T09:35:29.236Z INFO  client] Sending sample transaction 6
[2022-07-24T09:35:29.287Z INFO  client] Sending sample transaction 7
[2022-07-24T09:35:29.352Z INFO  client] Sending sample transaction 8
[2022-07-24T09:35:29.387Z INFO  client] Sending sample transaction 9
[2022-07-24T09:35:29.436Z INFO  client] Sending sample transaction 10
[2022-07-24T09:35:29.508Z INFO  client] Sending sample transaction 11
[2022-07-24T09:35:29.541Z INFO  client] Sending sample transaction 12
[2022-07-24T09:35:29.586Z INFO  client] Sending sample transaction 13
[2022-07-24T09:35:29.636Z INFO  client] Sending sample transaction 14
[2022-07-24T09:35:29.686Z INFO  client] Sending sample transaction 15
[2022-07-24T09:35:29.737Z INFO  client] Sending sample transaction 16
[2022-07-24T09:35:29.786Z INFO  client] Sending sample transaction 17
[2022-07-24T09:35:29.842Z INFO  client] Sending sample transaction 18
[2022-07-24T09:35:29.888Z INFO  client] Sending sample transaction 19
[2022-07-24T09:35:29.936Z INFO  client] Sending sample transaction 20
[2022-07-24T09:35:29.987Z INFO  client] Sending sample transaction 21
[2022-07-24T09:35:30.037Z INFO  client] Sending sample transaction 22
[2022-07-24T09:35:30.087Z INFO  client] Sending sample transaction 23
[2022-07-24T09:35:30.137Z INFO  client] Sending sample transaction 24
[2022-07-24T09:35:30.186Z INFO  client] Sending sample transaction 25
[2022-07-24T09:35:30.237Z INFO  client] Sending sample transaction 26
[2022-07-24T09:35:30.288Z INFO  client] Sending sample transaction 27
[2022-07-24T09:35:30.337Z INFO  client] Sending sample transaction 28
[2022-07-24T09:35:30.387Z INFO  client] Sending sample transaction 29
[2022-07-24T09:35:30.436Z INFO  client] Sending sample transaction 30
[2022-07-24T09:35:30.490Z INFO  client] Sending sample transaction 31
[2022-07-24T09:35:30.539Z INFO  client] Sending sample transaction 32
[2022-07-24T09:35:30.588Z INFO  client] Sending sample transaction 33
[2022-07-24T09:35:30.653Z INFO  client] Sending sample transaction 34
[2022-07-24T09:35:30.687Z INFO  client] Sending sample transaction 35
[2022-07-24T09:35:30.768Z INFO  client] Sending sample transaction 36
[2022-07-24T09:35:30.806Z INFO  client] Sending sample transaction 37
[2022-07-24T09:35:30.840Z INFO  client] Sending sample transaction 38
[2022-07-24T09:35:30.895Z INFO  client] Sending sample transaction 39
[2022-07-24T09:35:31.011Z INFO  client] Sending sample transaction 40
[2022-07-24T09:35:31.014Z INFO  client] Sending sample transaction 41
[2022-07-24T09:35:31.130Z INFO  client] Sending sample transaction 42
[2022-07-24T09:35:31.130Z INFO  client] Sending sample transaction 43
[2022-07-24T09:35:31.196Z INFO  client] Sending sample transaction 44
[2022-07-24T09:35:31.214Z INFO  client] Sending sample transaction 45
[2022-07-24T09:35:31.245Z INFO  client] Sending sample transaction 46
[2022-07-24T09:35:31.287Z INFO  client] Sending sample transaction 47
[2022-07-24T09:35:31.339Z INFO  client] Sending sample transaction 48
[2022-07-24T09:35:31.387Z INFO  client] Sending sample transaction 49
[2022-07-24T09:35:31.438Z INFO  client] Sending sample transaction 50
[2022-07-24T09:35:31.488Z INFO  client] Sending sample transaction 51
[2022-07-24T09:35:31.536Z INFO  client] Sending sample transaction 52
[2022-07-24T09:35:31.588Z INFO  client] Sending sample transaction 53
[2022-07-24T09:35:31.644Z INFO  client] Sending sample transaction 54
[2022-07-24T09:35:31.697Z INFO  client] Sending sample transaction 55
[2022-07-24T09:35:31.736Z INFO  client] Sending sample transaction 56
[2022-07-24T09:35:31.787Z INFO  client] Sending sample transaction 57
[2022-07-24T09:35:31.838Z INFO  client] Sending sample transaction 58
[2022-07-24T09:35:31.887Z INFO  client] Sending sample transaction 59
[2022-07-24T09:35:31.937Z INFO  client] Sending sample transaction 60
[2022-07-24T09:35:31.986Z INFO  client] Sending sample transaction 61
[2022-07-24T09:35:32.037Z INFO  client] Sending sample transaction 62
[2022-07-24T09:35:32.087Z INFO  client] Sending sample transaction 63
[2022-07-24T09:35:32.137Z INFO  client] Sending sample transaction 64
[2022-07-24T09:35:32.188Z INFO  client] Sending sample transaction 65
[2022-07-24T09:35:32.237Z INFO  client] Sending sample transaction 66
[2022-07-24T09:35:32.287Z INFO  client] Sending sample transaction 67
[2022-07-24T09:35:32.337Z INFO  client] Sending sample transaction 68
[2022-07-24T09:35:32.403Z INFO  client] Sending sample transaction 69
[2022-07-24T09:35:32.440Z INFO  client] Sending sample transaction 70
[2022-07-24T09:35:32.524Z INFO  client] Sending sample transaction 71
[2022-07-24T09:35:32.540Z INFO  client] Sending sample transaction 72
[2022-07-24T09:35:32.586Z INFO  client] Sending sample transaction 73
[2022-07-24T09:35:32.636Z INFO  client] Sending sample transaction 74
[2022-07-24T09:35:32.686Z INFO  client] Sending sample transaction 75
[2022-07-24T09:35:32.750Z INFO  client] Sending sample transaction 76
[2022-07-24T09:35:32.793Z INFO  client] Sending sample transaction 77
[2022-07-24T09:35:32.836Z INFO  client] Sending sample transaction 78
[2022-07-24T09:35:32.886Z INFO  client] Sending sample transaction 79
[2022-07-24T09:35:32.937Z INFO  client] Sending sample transaction 80
[2022-07-24T09:35:32.986Z INFO  client] Sending sample transaction 81
[2022-07-24T09:35:33.036Z INFO  client] Sending sample transaction 82
[2022-07-24T09:35:33.087Z INFO  client] Sending sample transaction 83
[2022-07-24T09:35:33.136Z INFO  client] Sending sample transaction 84
[2022-07-24T09:35:33.186Z INFO  client] Sending sample transaction 85
[2022-07-24T09:35:33.236Z INFO  client] Sending sample transaction 86
[2022-07-24T09:35:33.286Z INFO  client] Sending sample transaction 87
[2022-07-24T09:35:33.337Z INFO  client] Sending sample transaction 88
[2022-07-24T09:35:33.387Z INFO  client] Sending sample transaction 89
