[2022-07-23T17:36:21.869Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T17:36:21.870Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T17:36:21.870Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T17:36:21.870Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T17:36:21.870Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T17:36:21.870Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9015
[2022-07-23T17:36:21.870Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9025
[2022-07-23T17:36:21.870Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T17:36:21.870Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T17:36:21.870Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T17:36:21.870Z INFO  consensus::consensus] Node Mc8KnqdB/9OPa0kA listening to consensus messages on 0.0.0.0:9005
[2022-07-23T17:36:21.870Z INFO  node::node] Node Mc8KnqdB/9OPa0kA successfully booted
[2022-07-23T17:36:21.872Z INFO  consensus::core] I am voter Mc8KnqdB/9OPa0kA with nanos 200
[2022-07-23T17:36:21.872Z INFO  consensus::proposer] Created B1
[2022-07-23T17:36:21.872Z INFO  consensus::proposer] Created with Round number 1 with QC 0 
[2022-07-23T17:36:21.872Z INFO  consensus::core] I'm processor Mc8KnqdB/9OPa0kA processing for block B1 with round number 1 with QC 0 from leader Mc8KnqdB/9OPa0kA
[2022-07-23T17:36:21.872Z INFO  consensus::core] I'm voter Mc8KnqdB/9OPa0kA voting for block B1 with round number 1 with QC 0 from leader Mc8KnqdB/9OPa0kA
[2022-07-23T17:36:21.874Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9003
[2022-07-23T17:36:21.874Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 0): Connection refused (os error 111)
[2022-07-23T17:36:21.875Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9004
[2022-07-23T17:36:21.875Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9002
[2022-07-23T17:36:21.875Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-23T17:36:21.875Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9000
[2022-07-23T17:36:21.875Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9001
[2022-07-23T17:36:21.875Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9006 (retry 0): Connection refused (os error 111)
[2022-07-23T17:36:21.875Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9007 (retry 0): Connection refused (os error 111)
[2022-07-23T17:36:21.875Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9008 (retry 0): Connection refused (os error 111)
[2022-07-23T17:36:22.077Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9009 (retry 1): Connection refused (os error 111)
[2022-07-23T17:36:22.077Z WARN  network::reliable_sender] Failed to connect to 127.0.0.1:9008 (retry 1): Connection refused (os error 111)
[2022-07-23T17:36:22.077Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9006
[2022-07-23T17:36:22.077Z INFO  network::reliable_sender] Outgoing connection established with 127.0.0.1:9007
[2022-07-23T17:36:22.083Z INFO  network::receiver] Incoming connection established with 127.0.0.1:63556
[2022-07-23T17:36:22.083Z INFO  consensus::core] I'm handler Mc8KnqdB/9OPa0kA handling for block B2 with round number 2 with QC 1 from leader Om3g+uvjnEZlFiUU
[2022-07-23T17:36:22.085Z INFO  consensus::core] I'm processor Mc8KnqdB/9OPa0kA processing for block B2 with round number 2 with QC 1 from leader Om3g+uvjnEZlFiUU
[2022-07-23T17:36:22.085Z INFO  consensus::core] I'm voter Mc8KnqdB/9OPa0kA voting for block B2 with round number 2 with QC 1 from leader Om3g+uvjnEZlFiUU
[2022-07-23T17:36:22.085Z INFO  network::simple_sender] Outgoing connection established with 127.0.0.1:9004
