[2022-07-23T18:52:57.002Z INFO  client] Node address: 127.0.0.1:9014
[2022-07-23T18:52:57.003Z INFO  client] Transactions size: 512 B
[2022-07-23T18:52:57.003Z INFO  client] Transactions rate: 112 tx/s
[2022-07-23T18:52:57.003Z INFO  client] Waiting for all nodes to be online...
[2022-07-23T18:52:57.003Z INFO  client] Waiting for all nodes to be synchronized...
[2022-07-23T18:52:59.005Z INFO  client] Start sending transactions
[2022-07-23T18:52:59.007Z INFO  client] Sending sample transaction 0
[2022-07-23T18:52:59.058Z INFO  client] Sending sample transaction 1
[2022-07-23T18:52:59.108Z INFO  client] Sending sample transaction 2
[2022-07-23T18:52:59.158Z INFO  client] Sending sample transaction 3
[2022-07-23T18:52:59.208Z INFO  client] Sending sample transaction 4
[2022-07-23T18:52:59.257Z INFO  client] Sending sample transaction 5
[2022-07-23T18:52:59.308Z INFO  client] Sending sample transaction 6
[2022-07-23T18:52:59.358Z INFO  client] Sending sample transaction 7
[2022-07-23T18:52:59.408Z INFO  client] Sending sample transaction 8
[2022-07-23T18:52:59.462Z INFO  client] Sending sample transaction 9
[2022-07-23T18:52:59.523Z INFO  client] Sending sample transaction 10
[2022-07-23T18:52:59.563Z INFO  client] Sending sample transaction 11
[2022-07-23T18:52:59.615Z INFO  client] Sending sample transaction 12
[2022-07-23T18:52:59.659Z INFO  client] Sending sample transaction 13
[2022-07-23T18:52:59.708Z INFO  client] Sending sample transaction 14
[2022-07-23T18:52:59.757Z INFO  client] Sending sample transaction 15
[2022-07-23T18:52:59.807Z INFO  client] Sending sample transaction 16
[2022-07-23T18:52:59.858Z INFO  client] Sending sample transaction 17
[2022-07-23T18:52:59.907Z INFO  client] Sending sample transaction 18
[2022-07-23T18:52:59.960Z INFO  client] Sending sample transaction 19
[2022-07-23T18:53:00.010Z INFO  client] Sending sample transaction 20
[2022-07-23T18:53:00.058Z INFO  client] Sending sample transaction 21
[2022-07-23T18:53:00.108Z INFO  client] Sending sample transaction 22
[2022-07-23T18:53:00.158Z INFO  client] Sending sample transaction 23
[2022-07-23T18:53:00.208Z INFO  client] Sending sample transaction 24
[2022-07-23T18:53:00.258Z INFO  client] Sending sample transaction 25
[2022-07-23T18:53:00.307Z INFO  client] Sending sample transaction 26
[2022-07-23T18:53:00.359Z INFO  client] Sending sample transaction 27
[2022-07-23T18:53:00.408Z INFO  client] Sending sample transaction 28
[2022-07-23T18:53:00.458Z INFO  client] Sending sample transaction 29
[2022-07-23T18:53:00.507Z INFO  client] Sending sample transaction 30
[2022-07-23T18:53:00.562Z INFO  client] Sending sample transaction 31
[2022-07-23T18:53:00.608Z INFO  client] Sending sample transaction 32
[2022-07-23T18:53:00.658Z INFO  client] Sending sample transaction 33
[2022-07-23T18:53:00.708Z INFO  client] Sending sample transaction 34
[2022-07-23T18:53:00.760Z INFO  client] Sending sample transaction 35
[2022-07-23T18:53:00.808Z INFO  client] Sending sample transaction 36
[2022-07-23T18:53:00.858Z INFO  client] Sending sample transaction 37
[2022-07-23T18:53:00.915Z INFO  client] Sending sample transaction 38
[2022-07-23T18:53:00.958Z INFO  client] Sending sample transaction 39
[2022-07-23T18:53:01.008Z INFO  client] Sending sample transaction 40
[2022-07-23T18:53:01.057Z INFO  client] Sending sample transaction 41
[2022-07-23T18:53:01.115Z INFO  client] Sending sample transaction 42
[2022-07-23T18:53:01.157Z INFO  client] Sending sample transaction 43
[2022-07-23T18:53:01.208Z INFO  client] Sending sample transaction 44
[2022-07-23T18:53:01.257Z INFO  client] Sending sample transaction 45
[2022-07-23T18:53:01.307Z INFO  client] Sending sample transaction 46
[2022-07-23T18:53:01.357Z INFO  client] Sending sample transaction 47
[2022-07-23T18:53:01.408Z INFO  client] Sending sample transaction 48
[2022-07-23T18:53:01.465Z INFO  client] Sending sample transaction 49
[2022-07-23T18:53:01.509Z INFO  client] Sending sample transaction 50
[2022-07-23T18:53:01.557Z INFO  client] Sending sample transaction 51
[2022-07-23T18:53:01.607Z INFO  client] Sending sample transaction 52
[2022-07-23T18:53:01.660Z INFO  client] Sending sample transaction 53
[2022-07-23T18:53:01.708Z INFO  client] Sending sample transaction 54
[2022-07-23T18:53:01.757Z INFO  client] Sending sample transaction 55
[2022-07-23T18:53:01.813Z INFO  client] Sending sample transaction 56
[2022-07-23T18:53:01.858Z INFO  client] Sending sample transaction 57
[2022-07-23T18:53:01.907Z INFO  client] Sending sample transaction 58
[2022-07-23T18:53:01.957Z INFO  client] Sending sample transaction 59
[2022-07-23T18:53:02.008Z INFO  client] Sending sample transaction 60
[2022-07-23T18:53:02.057Z INFO  client] Sending sample transaction 61
[2022-07-23T18:53:02.107Z INFO  client] Sending sample transaction 62
[2022-07-23T18:53:02.158Z INFO  client] Sending sample transaction 63
[2022-07-23T18:53:02.208Z INFO  client] Sending sample transaction 64
[2022-07-23T18:53:02.257Z INFO  client] Sending sample transaction 65
[2022-07-23T18:53:02.307Z INFO  client] Sending sample transaction 66
[2022-07-23T18:53:02.357Z INFO  client] Sending sample transaction 67
[2022-07-23T18:53:02.409Z INFO  client] Sending sample transaction 68
[2022-07-23T18:53:02.457Z INFO  client] Sending sample transaction 69
[2022-07-23T18:53:02.507Z INFO  client] Sending sample transaction 70
[2022-07-23T18:53:02.558Z INFO  client] Sending sample transaction 71
[2022-07-23T18:53:02.608Z INFO  client] Sending sample transaction 72
[2022-07-23T18:53:02.658Z INFO  client] Sending sample transaction 73
[2022-07-23T18:53:02.708Z INFO  client] Sending sample transaction 74
[2022-07-23T18:53:02.757Z INFO  client] Sending sample transaction 75
[2022-07-23T18:53:02.807Z INFO  client] Sending sample transaction 76
[2022-07-23T18:53:02.857Z INFO  client] Sending sample transaction 77
[2022-07-23T18:53:02.908Z INFO  client] Sending sample transaction 78
[2022-07-23T18:53:02.958Z INFO  client] Sending sample transaction 79
