[2022-07-23T16:36:51.347Z INFO  mempool::config] Garbage collection depth set to 50 rounds
[2022-07-23T16:36:51.348Z INFO  mempool::config] Sync retry delay set to 5000 ms
[2022-07-23T16:36:51.348Z INFO  mempool::config] Sync retry nodes set to 3 nodes
[2022-07-23T16:36:51.348Z INFO  mempool::config] Batch size set to 15000 B
[2022-07-23T16:36:51.348Z INFO  mempool::config] Max batch delay set to 10 ms
[2022-07-23T16:36:51.348Z INFO  mempool::mempool] Mempool listening to client transactions on 0.0.0.0:9013
[2022-07-23T16:36:51.348Z INFO  mempool::mempool] Mempool listening to mempool messages on 0.0.0.0:9023
[2022-07-23T16:36:51.348Z INFO  mempool::mempool] Mempool successfully booted on 127.0.0.1
[2022-07-23T16:36:51.348Z INFO  consensus::config] Timeout delay set to 1000 rounds
[2022-07-23T16:36:51.348Z INFO  consensus::config] Sync retry delay set to 10000 ms
[2022-07-23T16:36:51.348Z INFO  consensus::consensus] Node FtEKkizYeDZWHfU6 listening to consensus messages on 0.0.0.0:9003
[2022-07-23T16:36:51.348Z INFO  node::node] Node FtEKkizYeDZWHfU6 successfully booted
[2022-07-23T16:36:51.348Z INFO  consensus::core] I am voter FtEKkizYeDZWHfU6 with nanos 100
[2022-07-23T16:36:51.641Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57442
[2022-07-23T16:36:51.641Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57443
[2022-07-23T16:36:51.646Z INFO  consensus::core] I'm handler FtEKkizYeDZWHfU6 handling for block B1 with round number 1 with QC 0 from leader DWpCdVXMnn6nLuoS
[2022-07-23T16:36:51.646Z INFO  consensus::core] I'm processor FtEKkizYeDZWHfU6 processing for block B1 with round number 1 with QC 0 from leader DWpCdVXMnn6nLuoS
[2022-07-23T16:36:51.646Z INFO  consensus::core] I'm voter FtEKkizYeDZWHfU6 voting for block B1 with round number 1 with QC 0 from leader DWpCdVXMnn6nLuoS
[2022-07-23T16:36:51.646Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57453
[2022-07-23T16:36:51.647Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57452
[2022-07-23T16:36:51.647Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57455
[2022-07-23T16:36:51.647Z INFO  network::receiver] Incoming connection established with 127.0.0.1:57454
