[2022-07-23T16:43:16.199Z INFO  client] Node address: 127.0.0.1:9013
[2022-07-23T16:43:16.200Z INFO  client] Transactions size: 512 B
[2022-07-23T16:43:16.200Z INFO  client] Transactions rate: 112 tx/s
[2022-07-23T16:43:16.200Z INFO  client] Waiting for all nodes to be online...
[2022-07-23T16:43:16.200Z INFO  client] Waiting for all nodes to be synchronized...
[2022-07-23T16:43:18.205Z INFO  client] Start sending transactions
[2022-07-23T16:43:18.207Z INFO  client] Sending sample transaction 0
[2022-07-23T16:43:18.258Z INFO  client] Sending sample transaction 1
[2022-07-23T16:43:18.307Z INFO  client] Sending sample transaction 2
[2022-07-23T16:43:18.358Z INFO  client] Sending sample transaction 3
[2022-07-23T16:43:18.407Z INFO  client] Sending sample transaction 4
[2022-07-23T16:43:18.458Z INFO  client] Sending sample transaction 5
[2022-07-23T16:43:18.509Z INFO  client] Sending sample transaction 6
[2022-07-23T16:43:18.558Z INFO  client] Sending sample transaction 7
[2022-07-23T16:43:18.609Z INFO  client] Sending sample transaction 8
[2022-07-23T16:43:18.660Z INFO  client] Sending sample transaction 9
[2022-07-23T16:43:18.707Z INFO  client] Sending sample transaction 10
[2022-07-23T16:43:18.758Z INFO  client] Sending sample transaction 11
[2022-07-23T16:43:18.808Z INFO  client] Sending sample transaction 12
[2022-07-23T16:43:18.863Z INFO  client] Sending sample transaction 13
[2022-07-23T16:43:18.913Z INFO  client] Sending sample transaction 14
[2022-07-23T16:43:18.957Z INFO  client] Sending sample transaction 15
[2022-07-23T16:43:19.008Z INFO  client] Sending sample transaction 16
[2022-07-23T16:43:19.059Z INFO  client] Sending sample transaction 17
[2022-07-23T16:43:19.116Z INFO  client] Sending sample transaction 18
[2022-07-23T16:43:19.171Z INFO  client] Sending sample transaction 19
[2022-07-23T16:43:19.209Z INFO  client] Sending sample transaction 20
[2022-07-23T16:43:19.262Z INFO  client] Sending sample transaction 21
[2022-07-23T16:43:19.308Z INFO  client] Sending sample transaction 22
[2022-07-23T16:43:19.359Z INFO  client] Sending sample transaction 23
